method,n,energy_frac,rwdim,rrdim,nldim,nsr,time,error
clsQDEIM,3,0.9999,19,21,21,146,2.564139158,0.0006414597950449934
SOPT,3,0.9999,19,21,21,151,2.597247524,0.000170777133236623
clsSOPT,3,0.9999,19,21,21,151,2.572557324,0.0001437302201697468
QDEIM,3,0.9999,19,21,21,151,2.530684377,0.0005190654671437075
clsQDEIM,3,0.9999,19,21,21,151,2.584671361,0.0006120437776636964
SOPT,3,0.9999,19,21,21,156,2.687337388,0.0001707771332366221
clsSOPT,3,0.9999,19,21,21,156,2.59805908,0.0001438372910858033
QDEIM,3,0.9999,19,21,21,156,2.59389843,0.00053175357108218
clsQDEIM,3,0.9999,19,21,21,156,2.649605705,0.0001705091210334367
SOPT,3,0.9999,19,21,21,161,2.769022097,0.0001685365243363389
clsSOPT,3,0.9999,19,21,21,161,2.645578639,0.000143066581042914
QDEIM,3,0.9999,19,21,21,161,2.670845241,0.0005797177286366527
clsQDEIM,3,0.9999,19,21,21,161,2.760078843,0.0001489863139472386
SOPT,3,0.9999,19,21,21,166,2.793403465,0.0001672386485756531
clsSOPT,3,0.9999,19,21,21,166,2.714371989,0.0001430665810429218
QDEIM,3,0.9999,19,21,21,166,2.745596863,9.372363018030227e-05
clsQDEIM,3,0.9999,19,21,21,166,2.765205593,0.0002737493953568451
SOPT,3,0.9999,19,21,21,171,2.846500404,0.0001674200338501344
clsSOPT,3,0.9999,19,21,21,171,2.78254523,0.0001430665810431206
QDEIM,3,0.9999,19,21,21,171,2.79466517,8.824199733258383e-05
clsQDEIM,3,0.9999,19,21,21,171,2.829936496,0.0003109313991640996
SOPT,3,0.9999,19,21,21,176,2.906286711,0.0001660824218747698
clsSOPT,3,0.9999,19,21,21,176,2.864287051,0.0001430665810427221
QDEIM,3,0.9999,19,21,21,176,2.858157496,0.0001029319496594994
clsQDEIM,3,0.9999,19,21,21,176,2.903821065,8.292068480525989e-05
SOPT,3,0.9999,19,21,21,181,2.99051786,0.0001648178291316032
clsSOPT,3,0.9999,19,21,21,181,2.926568322,0.000143066581043124
QDEIM,3,0.9999,19,21,21,181,2.937949026,0.0001333204202063756
clsQDEIM,3,0.9999,19,21,21,181,2.952185385,8.229659892619618e-05
SOPT,3,0.9999,19,21,21,186,3.042371081,0.000166207788382378
clsSOPT,3,0.9999,19,21,21,186,2.978914662,0.0001430665810427161
QDEIM,3,0.9999,19,21,21,186,2.999122061,8.267730262906487e-05
clsQDEIM,3,0.9999,19,21,21,186,3.040032399,0.0001005933829856426
SOPT,3,0.9999,19,21,21,191,3.079318955,0.0001698007678855151
clsSOPT,3,0.9999,19,21,21,191,3.057330845,0.0001430665810431273
QDEIM,3,0.9999,19,21,21,191,3.048456122,9.484522611143661e-05
clsQDEIM,3,0.9999,19,21,21,191,3.087077382,0.0002404389607938427
SOPT,3,0.9999,19,21,21,196,3.123018029,0.0001720027210564973
clsSOPT,3,0.9999,19,21,21,196,3.133524277,0.0001430665810429155
QDEIM,3,0.9999,19,21,21,196,3.186886363,9.445776328357235e-05
clsQDEIM,3,0.9999,19,21,21,196,3.135579099,0.0001931915172377969
SOPT,3,0.9999,19,21,21,201,3.156332083,0.0001722085315152244
clsSOPT,3,0.9999,19,21,21,201,3.191981558,0.0001430665810431179
QDEIM,3,0.9999,19,21,21,201,3.180166953,0.0001084355762669676
clsQDEIM,3,0.9999,19,21,21,201,3.189045605,0.0001506530946539708
SOPT,3,0.9999,19,21,21,206,3.209067037,0.0001715206679643625
clsSOPT,3,0.9999,19,21,21,206,3.273829941,0.0001430665810431226
QDEIM,3,0.9999,19,21,21,206,3.236678782,0.0002165926984072943
clsQDEIM,3,0.9999,19,21,21,206,3.262065241,0.0001766317987261568
SOPT,3,0.9999,19,21,21,211,3.248553337,0.0001700060565570162
clsSOPT,3,0.9999,19,21,21,211,3.304226775,0.0001430665810431211
QDEIM,3,0.9999,19,21,21,211,3.342237916,0.0002432560581264012
clsQDEIM,3,0.9999,19,21,21,211,3.325291844,0.0002481134891531224
SOPT,3,0.9999,19,21,21,216,3.293727109,0.0001693511048638209
clsSOPT,3,0.9999,19,21,21,216,3.408321484,0.0001430665810427159
QDEIM,3,0.9999,19,21,21,216,3.418547985,0.0002906555333568656
clsQDEIM,3,0.9999,19,21,21,216,3.408770489,0.0003468144769084777
SOPT,3,0.9999,19,21,21,221,3.357904392,0.0001690896675037053
clsSOPT,3,0.9999,19,21,21,221,3.486402923,0.0001430665810431238
QDEIM,3,0.9999,19,21,21,221,3.423880216,0.0002981572436235996
clsQDEIM,3,0.9999,19,21,21,221,3.472360433,0.0004253154716949451
SOPT,3,0.9999,19,21,21,226,3.367672251,0.0001698511876899529
clsSOPT,3,0.9999,19,21,21,226,3.516801748,0.0001417261487394598
QDEIM,3,0.9999,19,21,21,226,3.51216554,0.0002012521030800854
clsQDEIM,3,0.9999,19,21,21,226,3.505366259,0.0004383635887376057
SOPT,3,0.9999,19,21,21,231,3.446721994,0.0001646224818341929
clsSOPT,3,0.9999,19,21,21,231,3.555955913,0.0001421705287056514
QDEIM,3,0.9999,19,21,21,231,3.528963478,0.0001458362820899943
clsQDEIM,3,0.9999,19,21,21,231,3.513283113,0.0004370247478051716
SOPT,3,0.9999,19,21,21,236,3.536966034,0.0001703707265368579
clsSOPT,3,0.9999,19,21,21,236,3.573012834,0.0001420288966773023
QDEIM,3,0.9999,19,21,21,236,3.540619194,0.0001496840373895068
clsQDEIM,3,0.9999,19,21,21,236,3.605784549,0.0004410862929714544
SOPT,3,0.9999,19,21,21,241,3.602299258,0.0001036814213183786
clsSOPT,3,0.9999,19,21,21,241,3.609797541,0.0001398520075851014
QDEIM,3,0.9999,19,21,21,241,3.603011036,0.0001114015760982701
clsQDEIM,3,0.9999,19,21,21,241,3.623185689,0.0004092481769804831
SOPT,3,0.9999,19,21,21,246,3.625079274,0.0002429874683761135
clsSOPT,3,0.9999,19,21,21,246,3.630411847,0.000140277124457559
QDEIM,3,0.9999,19,21,21,246,3.637559113,8.313722028099031e-05
clsQDEIM,3,0.9999,19,21,21,246,3.69539357,0.000407658310988696
SOPT,3,0.9999,19,21,21,251,3.710063071,0.0001980065990010424
clsSOPT,3,0.9999,19,21,21,251,3.648413319,0.0001375371826656376
QDEIM,3,0.9999,19,21,21,251,3.689192505,0.0002642866103055945
clsQDEIM,3,0.9999,19,21,21,251,3.788570337,0.0003901134003992563
SOPT,3,0.9999,19,21,21,256,3.799426168,0.0001307813518270637
clsSOPT,3,0.9999,19,21,21,256,3.677125982,0.0001340676266887699
QDEIM,3,0.9999,19,21,21,256,3.711688094,0.0002430500498236052
clsQDEIM,3,0.9999,19,21,21,256,3.855193734,0.0003936104090931627
SOPT,3,0.9999,19,21,21,261,3.865922178,0.0002426991433708032
clsSOPT,3,0.9999,19,21,21,261,3.705781931,0.0001337139182024154
QDEIM,3,0.9999,19,21,21,261,3.767680602,0.0002406762013095103
clsQDEIM,3,0.9999,19,21,21,261,3.914224937,0.0004135949758453155
SOPT,3,0.9999,19,21,21,266,3.921586687,0.0002594937167412627
clsSOPT,3,0.9999,19,21,21,266,3.808293683,0.0001335682501428902
QDEIM,3,0.9999,19,21,21,266,3.832945676,0.0002720258040878853
clsQDEIM,3,0.9999,19,21,21,266,4.055573371,0.0004205587619961562
SOPT,3,0.9999,19,21,21,271,4.014657996,0.0002234396756527172
clsSOPT,3,0.9999,19,21,21,271,3.796557483,0.0001350529792633917
QDEIM,3,0.9999,19,21,21,271,3.86975181,0.0002600118985718572
clsQDEIM,3,0.9999,19,21,21,271,4.014322701,0.000403101177210842
SOPT,4,0.99999,24,27,27,32,0.956461042,0.007887758844400631
clsSOPT,4,0.99999,24,27,27,32,0.95259085,0.006809730921613797
QDEIM,4,0.99999,24,27,27,32,0.951556214,0.003189256191765245
clsQDEIM,4,0.99999,24,27,27,32,0.926964908,0.003356081805496047
SOPT,4,0.99999,24,27,27,37,1.036003585,0.006393552410525401
clsSOPT,4,0.99999,24,27,27,37,1.037049688,0.004740831134410788
QDEIM,4,0.99999,24,27,27,37,1.040698556,0.002024658372806016
clsQDEIM,4,0.99999,24,27,27,37,1.00068644,0.003158699631950407
SOPT,4,0.99999,24,27,27,42,1.143542573,0.004617694252451909
clsSOPT,4,0.99999,24,27,27,42,1.128348197,0.0002912698770376297
QDEIM,4,0.99999,24,27,27,42,1.126312648,0.002277865421693553
clsQDEIM,4,0.99999,24,27,27,42,1.090088463,0.002598655733157141
SOPT,4,0.99999,24,27,27,47,1.231615529,0.002703816343031113
clsSOPT,4,0.99999,24,27,27,47,1.208366331,0.001214839077185306
QDEIM,4,0.99999,24,27,27,47,1.2189222,0.002161792109669826
clsQDEIM,4,0.99999,24,27,27,47,1.174715879,0.0007632451255000217
SOPT,4,0.99999,24,27,27,52,1.301903498,0.002066639355926609
clsSOPT,4,0.99999,24,27,27,52,1.289070719,0.001370789423423671
QDEIM,4,0.99999,24,27,27,52,1.300816888,0.002060686762822588
clsQDEIM,4,0.99999,24,27,27,52,1.262764906,0.002138700450066907
SOPT,4,0.99999,24,27,27,57,1.389734103,0.002171942609143064
clsSOPT,4,0.99999,24,27,27,57,1.375031797,0.001954736717681416
QDEIM,4,0.99999,24,27,27,57,1.40259849,0.002674558255530122
clsQDEIM,4,0.99999,24,27,27,57,1.350357991,0.001397893571975038
SOPT,4,0.99999,24,27,27,62,1.478495046,0.002365740000794344
clsSOPT,4,0.99999,24,27,27,62,1.458618635,0.001069187559588081
QDEIM,4,0.99999,24,27,27,62,1.484688778,0.00234987252868783
clsQDEIM,4,0.99999,24,27,27,62,1.436161046,0.001211878489248069
SOPT,4,0.99999,24,27,27,67,1.570044265,0.002019412036646075
clsSOPT,4,0.99999,24,27,27,67,1.543977453,0.001006831569821937
QDEIM,4,0.99999,24,27,27,67,1.537070274,0.002237808175828755
clsQDEIM,4,0.99999,24,27,27,67,1.519045634,0.001221332530611016
SOPT,4,0.99999,24,27,27,72,1.643937682,0.001383310135153923
clsSOPT,4,0.99999,24,27,27,72,1.639403099,0.0009268075420111906
QDEIM,4,0.99999,24,27,27,72,1.604476615,0.002346191564565496
clsQDEIM,4,0.99999,24,27,27,72,1.537727349,0.001206456353406372
SOPT,4,0.99999,24,27,27,77,1.725720726,0.001870044883029167
clsSOPT,4,0.99999,24,27,27,77,1.712233501,0.0003444360038964298
QDEIM,4,0.99999,24,27,27,77,1.683909838,0.001964250817863326
clsQDEIM,4,0.99999,24,27,27,77,1.542985288,0.001236567895641591
SOPT,4,0.99999,24,27,27,82,1.805002664,0.00136942063244264
clsSOPT,4,0.99999,24,27,27,82,1.767398025,2.400697176902764e-05
QDEIM,4,0.99999,24,27,27,82,1.74640788,0.001860179727535767
clsQDEIM,4,0.99999,24,27,27,82,1.630563721,0.003856393376166851
SOPT,4,0.99999,24,27,27,87,1.864517245,0.001131763722366955
clsSOPT,4,0.99999,24,27,27,87,1.871649391,0.0008681639294942341
QDEIM,4,0.99999,24,27,27,87,1.815668703,0.002292083692188014
clsQDEIM,4,0.99999,24,27,27,87,1.691918035,0.00375972695074259
SOPT,4,0.99999,24,27,27,92,1.943241023,0.001779189193286662
clsSOPT,4,0.99999,24,27,27,92,1.960138982,0.0003700377786079734
QDEIM,4,0.99999,24,27,27,92,1.892339161,0.002413896350075476
clsQDEIM,4,0.99999,24,27,27,92,1.801035871,0.005333238189026244
SOPT,4,0.99999,24,27,27,97,2.003098445,0.001544440409131026
clsSOPT,4,0.99999,24,27,27,97,2.012787943,0.0009075578196416925
QDEIM,4,0.99999,24,27,27,97,1.948665104,0.002207102576734288
clsQDEIM,4,0.99999,24,27,27,97,1.86162846,0.001617967265603712
SOPT,4,0.99999,24,27,27,102,2.059254755,0.001276814919934016
clsSOPT,4,0.99999,24,27,27,102,2.092910375,0.0009462583266385994
QDEIM,4,0.99999,24,27,27,102,2.01004736,0.002284995810965303
clsQDEIM,4,0.99999,24,27,27,102,1.944428588,0.003686792908787936
SOPT,4,0.99999,24,27,27,107,2.145317964,0.001099219151333775
clsSOPT,4,0.99999,24,27,27,107,2.19045882,0.002049418964375213
QDEIM,4,0.99999,24,27,27,107,2.067807425,0.002341165647754591
clsQDEIM,4,0.99999,24,27,27,107,2.019355267,0.005328030435734081
SOPT,4,0.99999,24,27,27,112,2.199840249,0.000862235294151665
clsSOPT,4,0.99999,24,27,27,112,2.25994061,0.001424365740017032
QDEIM,4,0.99999,24,27,27,112,2.13663042,0.003552313215451224
clsQDEIM,4,0.99999,24,27,27,112,2.129111397,0.007072511722284675
SOPT,4,0.99999,24,27,27,117,2.263163785,0.0009991975048945965
clsSOPT,4,0.99999,24,27,27,117,2.335828507,0.0002676627199006365
QDEIM,4,0.99999,24,27,27,117,2.190056542,0.003677873647435961
clsQDEIM,4,0.99999,24,27,27,117,2.203435772,0.007190312840997915
SOPT,4,0.99999,24,27,27,122,2.348765772,0.0002034404527425081
clsSOPT,4,0.99999,24,27,27,122,2.377022766,0.0006100769769163698
QDEIM,4,0.99999,24,27,27,122,2.264932807,0.003849522722390074
clsQDEIM,4,0.99999,24,27,27,122,2.255771925,0.007098556155091958
SOPT,4,0.99999,24,27,27,127,2.42070365,0.0003984903066569086
clsSOPT,4,0.99999,24,27,27,127,2.462323922,0.0004319883530676022
QDEIM,4,0.99999,24,27,27,127,2.349536202,0.003776693456538121
clsQDEIM,4,0.99999,24,27,27,127,2.338977381,0.007124475180954171
SOPT,4,0.99999,24,27,27,132,2.500247012,0.0002007799379517887
clsSOPT,4,0.99999,24,27,27,132,2.558933916,0.0004697483952730898
QDEIM,4,0.99999,24,27,27,132,2.387427905,0.003645288442673574
clsQDEIM,4,0.99999,24,27,27,132,2.414832629,0.007282826433782727
SOPT,4,0.99999,24,27,27,137,2.565671127,0.0004029393380382972
clsSOPT,4,0.99999,24,27,27,137,2.624568623,0.0005384173647047559
QDEIM,4,0.99999,24,27,27,137,2.424109844,0.003743552590084321
clsQDEIM,4,0.99999,24,27,27,137,2.470345999,0.005473501518192235
SOPT,4,0.99999,24,27,27,142,2.648759055,0.0007472535055463113
clsSOPT,4,0.99999,24,27,27,142,2.67809531,0.0006437575462741274
QDEIM,4,0.99999,24,27,27,142,2.499172815,0.004941505034903612
clsQDEIM,4,0.99999,24,27,27,142,2.555107337,0.005631766929073368
SOPT,4,0.99999,24,27,27,147,2.71296244,0.0003849406283758512
clsSOPT,4,0.99999,24,27,27,147,2.75164134,0.0007759328128932442
QDEIM,4,0.99999,24,27,27,147,2.578347663,0.004916183548691082
clsQDEIM,4,0.99999,24,27,27,147,2.62617604,0.006622585729851736
SOPT,4,0.99999,24,27,27,152,2.755602793,3.813496529820516e-05
clsSOPT,4,0.99999,24,27,27,152,2.806931305,0.0008505262147892105
QDEIM,4,0.99999,24,27,27,152,2.663455299,0.00497668992493777
clsQDEIM,4,0.99999,24,27,27,152,2.714529762,0.007262761927030225
SOPT,4,0.99999,24,27,27,157,2.852448961,0.0001851434526798672
clsSOPT,4,0.99999,24,27,27,157,2.86954882,0.0008745488600620375
QDEIM,4,0.99999,24,27,27,157,2.726452744,0.005017041927582046
clsQDEIM,4,0.99999,24,27,27,157,2.787992453,0.007176060030016625
SOPT,4,0.99999,24,27,27,162,2.957208403,0.0004130791698654745
clsSOPT,4,0.99999,24,27,27,162,2.945225805,0.0009152546076070623
QDEIM,4,0.99999,24,27,27,162,2.810046345,0.006716537069149122
clsQDEIM,4,0.99999,24,27,27,162,2.838615144,0.00654469136466948
SOPT,4,0.99999,24,27,27,167,3.010692957,0.0003594852740476259
clsSOPT,4,0.99999,24,27,27,167,2.9908367,0.0009531213001732437
QDEIM,4,0.99999,24,27,27,167,2.827114359,0.006548639941442403
clsQDEIM,4,0.99999,24,27,27,167,2.931529016,0.005048139211994131
SOPT,4,0.99999,24,27,27,172,3.130157082,8.725096051882346e-05
clsSOPT,4,0.99999,24,27,27,172,3.03720593,0.001018784086880485
QDEIM,4,0.99999,24,27,27,172,2.902789222,0.006799123076195126
clsQDEIM,4,0.99999,24,27,27,172,2.962315406,0.005270479143746574
SOPT,4,0.99999,24,27,27,177,3.171618438,0.0002133718468191789
clsSOPT,4,0.99999,24,27,27,177,3.061252456,0.001096956021929508
QDEIM,4,0.99999,24,27,27,177,2.931979631,0.006822450469615101
clsQDEIM,4,0.99999,24,27,27,177,3.03354387,0.007456309464234799
SOPT,4,0.99999,24,27,27,182,3.243981666,5.155100082933675e-05
clsSOPT,4,0.99999,24,27,27,182,3.122346653,0.001164940089095372
QDEIM,4,0.99999,24,27,27,182,3.00486347,0.006974700304399934
clsQDEIM,4,0.99999,24,27,27,182,3.115114689,0.009545194741473664
SOPT,4,0.99999,24,27,27,187,3.306797698,0.000336976305718451
clsSOPT,4,0.99999,24,27,27,187,3.162315659,0.001264701904866984
QDEIM,4,0.99999,24,27,27,187,3.083327948,0.006829941669627922
clsQDEIM,4,0.99999,24,27,27,187,3.11057098,0.009489572190731944
SOPT,4,0.99999,24,27,27,192,3.38079611,0.0005109642108021131
clsSOPT,4,0.99999,24,27,27,192,3.186366571,0.001318941299274581
QDEIM,4,0.99999,24,27,27,192,3.144067851,0.006852256135984779
clsQDEIM,4,0.99999,24,27,27,192,3.180559939,0.009525707991790255
SOPT,4,0.99999,24,27,27,197,3.417895473,0.0006797933084634046
clsSOPT,4,0.99999,24,27,27,197,3.278668124,0.001318941299274582
QDEIM,4,0.99999,24,27,27,197,3.236821933,0.006710215083637323
clsQDEIM,4,0.99999,24,27,27,197,3.247010217,0.009532360355301464
SOPT,4,0.99999,24,27,27,202,3.51591154,0.0008008844596479518
clsSOPT,4,0.99999,24,27,27,202,3.331415084,0.001318941299274582
QDEIM,4,0.99999,24,27,27,202,3.312886041,0.001325616142241739
clsQDEIM,4,0.99999,24,27,27,202,3.308081801,0.009631817139318224
SOPT,4,0.99999,24,27,27,207,3.569653498,0.0008672091826763395
clsSOPT,4,0.99999,24,27,27,207,3.393410511,0.00131894129927458
QDEIM,4,0.99999,24,27,27,207,3.34229789,0.001344978292056871
clsQDEIM,4,0.99999,24,27,27,207,3.358935535,0.009753539140737197
SOPT,4,0.99999,24,27,27,212,3.669986533,0.0008672091826763441
clsSOPT,4,0.99999,24,27,27,212,3.451523616,0.001318941299274578
QDEIM,4,0.99999,24,27,27,212,3.415027651,0.002972000266626589
clsQDEIM,4,0.99999,24,27,27,212,3.47268125,0.009707211308171254
SOPT,4,0.99999,24,27,27,217,3.699035855,0.0008672091826761255
clsSOPT,4,0.99999,24,27,27,217,3.532121327,0.001318941299274578
QDEIM,4,0.99999,24,27,27,217,3.483045527,0.00372851899505301
clsQDEIM,4,0.99999,24,27,27,217,3.518453631,0.009366762150029306
SOPT,4,0.99999,24,27,27,222,3.795831096,0.0008672091826763454
clsSOPT,4,0.99999,24,27,27,222,3.613630695,0.001318941299274578
QDEIM,4,0.99999,24,27,27,222,3.540325216,0.003410663071023174
clsQDEIM,4,0.99999,24,27,27,222,3.552270483,0.00958668514160552
SOPT,4,0.99999,24,27,27,227,3.828243943,0.0008672091826761265
clsSOPT,4,0.99999,24,27,27,227,3.669931732,0.00131894129927434
QDEIM,4,0.99999,24,27,27,227,3.614067189,0.003369550102710956
clsQDEIM,4,0.99999,24,27,27,227,3.6452327,0.009583732002922667
SOPT,4,0.99999,24,27,27,232,3.908302302,0.0008672091826758778
clsSOPT,4,0.99999,24,27,27,232,3.718190754,0.00131894129927458
QDEIM,4,0.99999,24,27,27,232,3.647556103,0.003222137966420236
clsQDEIM,4,0.99999,24,27,27,232,3.70164125,0.01009433700943169
SOPT,4,0.99999,24,27,27,237,3.938120033,0.0008672091826761309
clsSOPT,4,0.99999,24,27,27,237,3.760580456,0.001318941299274579
QDEIM,4,0.99999,24,27,27,237,3.726540728,0.003479415039606173
clsQDEIM,4,0.99999,24,27,27,237,3.766897331,0.01139550241199147
SOPT,4,0.99999,24,27,27,242,4.025026299,0.0008672091826756539
clsSOPT,4,0.99999,24,27,27,242,3.814017806,0.001318941299274814
QDEIM,4,0.99999,24,27,27,242,3.814147033,0.003481290736979041
clsQDEIM,4,0.99999,24,27,27,242,3.862184437,0.01163677828247887
SOPT,4,0.99999,24,27,27,247,4.13324986,0.00086720918267565
clsSOPT,4,0.99999,24,27,27,247,3.879611466,0.00131894129927458
