method,n,energy_frac,rwdim,rrdim,nldim,nsr,time,error
clsQDEIM,4,0.99999,24,27,27,38,1.058500433,0.002846921325300806
clsSOPT,4,0.99999,24,27,27,39,1.091906649,0.006188913991465293
clsQDEIM,4,0.99999,24,27,27,39,1.082694228,0.003546046672283614
clsSOPT,4,0.99999,24,27,27,40,1.110538604,0.006745440261783887
clsQDEIM,4,0.99999,24,27,27,40,1.100788147,0.003373460038932546
clsSOPT,4,0.99999,24,27,27,41,1.129864209,0.006574372490374824
clsQDEIM,4,0.99999,24,27,27,41,1.12115199,0.003300083152962239
clsSOPT,4,0.99999,24,27,27,42,1.146994925,0.006583075152578141
clsQDEIM,4,0.99999,24,27,27,42,1.11866023,0.003333296601476831
clsSOPT,4,0.99999,24,27,27,43,1.158100126,0.00294583450519758
clsQDEIM,4,0.99999,24,27,27,43,1.146398364,0.00335598724723252
clsSOPT,4,0.99999,24,27,27,44,1.18392671,0.002933648659053709
clsQDEIM,4,0.99999,24,27,27,44,1.157765956,0.003546651101668521
clsSOPT,4,0.99999,24,27,27,45,1.188677483,0.001103438445895745
clsQDEIM,4,0.99999,24,27,27,45,1.178480092,0.00378637811813961
clsSOPT,4,0.99999,24,27,27,46,1.202936897,0.001878168556746619
clsQDEIM,4,0.99999,24,27,27,46,1.196484081,0.003574558087104149
clsSOPT,4,0.99999,24,27,27,47,1.204574935,0.001830902077589512
clsQDEIM,4,0.99999,24,27,27,47,1.212911749,0.003541134074401199
clsSOPT,4,0.99999,24,27,27,48,1.222948509,0.001154611338945349
clsQDEIM,4,0.99999,24,27,27,48,1.220062469,0.006701637566942752
clsSOPT,4,0.99999,24,27,27,49,1.243812615,0.001747283529222272
clsQDEIM,4,0.99999,24,27,27,49,1.25050325,0.006639454980569675
clsSOPT,4,0.99999,24,27,27,50,1.272590221,0.001757851464565567
clsQDEIM,4,0.99999,24,27,27,50,1.272323754,0.00659805152330613
clsSOPT,4,0.99999,24,27,27,51,1.286774014,0.001840604629608764
clsQDEIM,4,0.99999,24,27,27,51,1.275325441,0.00662910608410323
clsSOPT,4,0.99999,24,27,27,52,1.304070568,0.0021043079561721
clsQDEIM,4,0.99999,24,27,27,52,1.298315644,0.006598576469666492
clsSOPT,5,0.999999,29,32,32,33,1.208197447,0.01262217350917999
clsQDEIM,5,0.999999,29,32,32,33,1.153389388,0.002940488626688785
clsSOPT,5,0.999999,29,32,32,34,1.21248781,0.00642141762690346
clsQDEIM,5,0.999999,29,32,32,34,1.169243024,0.003301789254992142
clsSOPT,5,0.999999,29,32,32,35,1.352901562,0.7476254671140614
clsQDEIM,5,0.999999,29,32,32,35,1.196353338,0.003384038297736579
clsSOPT,5,0.999999,29,32,32,36,1.198084106,0.007754989265094867
clsQDEIM,5,0.999999,29,32,32,36,1.207177055,0.003550517750188761
clsSOPT,5,0.999999,29,32,32,37,1.257649363,0.01046316677635824
clsQDEIM,5,0.999999,29,32,32,37,1.31440692,0.009471311547474114
clsSOPT,5,0.999999,29,32,32,38,1.282690771,0.01107996810520148
clsQDEIM,5,0.999999,29,32,32,38,1.276137073,0.01808490992180602
clsSOPT,5,0.999999,29,32,32,39,1.736761746,5.817277097390684
clsQDEIM,5,0.999999,29,32,32,39,,
clsSOPT,5,0.999999,29,32,32,40,1.769826052,5.950469149058878
clsQDEIM,5,0.999999,29,32,32,40,1.388990336,0.009392579025224413
clsSOPT,5,0.999999,29,32,32,41,1.318914646,0.005629292753219908
clsQDEIM,5,0.999999,29,32,32,41,1.38631939,0.006779840036707408
clsSOPT,5,0.999999,29,32,32,42,,
clsQDEIM,5,0.999999,29,32,32,42,1.377275177,0.006961808377980743
clsSOPT,5,0.999999,29,32,32,43,,
clsQDEIM,5,0.999999,29,32,32,43,1.416393395,0.006991407792394935
clsSOPT,5,0.999999,29,32,32,44,,
clsQDEIM,5,0.999999,29,32,32,44,1.40133182,0.007948640177373621
clsSOPT,5,0.999999,29,32,32,45,1.886049858,1.079802057541279
clsQDEIM,5,0.999999,29,32,32,45,1.474203269,0.02240159900303464
clsSOPT,5,0.999999,29,32,32,46,1.601807607,0.08124693161411711
clsQDEIM,5,0.999999,29,32,32,46,,
clsSOPT,5,0.999999,29,32,32,47,1.616782952,0.06762504718469271
clsQDEIM,5,0.999999,29,32,32,47,,
clsSOPT,5,0.999999,29,32,32,48,1.485424664,0.007036818996773295
clsQDEIM,5,0.999999,29,32,32,48,,
clsSOPT,5,0.999999,29,32,32,49,1.443084699,0.002925038891292041
clsQDEIM,5,0.999999,29,32,32,49,,
clsSOPT,5,0.999999,29,32,32,50,1.472630002,0.002133416103832664
clsQDEIM,5,0.999999,29,32,32,50,,
clsSOPT,5,0.999999,29,32,32,51,1.483102897,0.002207488267728865
clsQDEIM,5,0.999999,29,32,32,51,,
clsSOPT,5,0.999999,29,32,32,52,1.49464193,0.002542713591493588
clsQDEIM,5,0.999999,29,32,32,52,1.63958855,0.006046552562226887
clsSOPT,5,0.999999,29,32,32,53,1.523739432,0.002488856731818702
clsQDEIM,5,0.999999,29,32,32,53,1.585851256,0.005684117194794868
clsSOPT,5,0.999999,29,32,32,54,1.516414696,0.002183099748047464
clsQDEIM,5,0.999999,29,32,32,54,1.605549695,0.005690769258967581
clsSOPT,5,0.999999,29,32,32,55,1.544301725,0.002269612364810739
clsQDEIM,5,0.999999,29,32,32,55,1.63891219,0.005733008992474904
clsSOPT,5,0.999999,29,32,32,56,1.539310708,0.001798721748974849
clsQDEIM,5,0.999999,29,32,32,56,1.650068525,0.005747926035467133
clsSOPT,5,0.999999,29,32,32,57,1.578183003,0.00221047425975596
clsQDEIM,5,0.999999,29,32,32,57,1.648218611,0.005755531713473768
clsSOPT,6,1,34,38,37,38,,
clsQDEIM,6,1,34,38,37,38,1.475160157,0.0007952688543723832
clsSOPT,6,1,34,38,37,39,,
clsQDEIM,6,1,34,38,37,39,1.540077081,0.0008432806930783599
clsSOPT,6,1,34,38,37,40,1.951268943,4.793136685531571
clsQDEIM,6,1,34,38,37,40,1.52290236,0.000853048270290455
clsSOPT,6,1,34,38,37,41,,
clsQDEIM,6,1,34,38,37,41,1.539101381,0.0004489579230286231
clsSOPT,6,1,34,38,37,42,,
clsQDEIM,6,1,34,38,37,42,1.549122665,0.0001543671124986147
clsSOPT,6,1,34,38,37,43,,
clsQDEIM,6,1,34,38,37,43,1.558533486,0.0001614718283045873
clsSOPT,6,1,34,38,37,44,,
clsQDEIM,6,1,34,38,37,44,1.594900696,9.97483701655823e-05
clsSOPT,6,1,34,38,37,45,,
clsQDEIM,6,1,34,38,37,45,1.59772239,0.0006474448588621761
clsSOPT,6,1,34,38,37,46,1.674516348,0.0004719374823268112
clsQDEIM,6,1,34,38,37,46,1.607311068,0.000711393675647776
clsSOPT,6,1,34,38,37,47,1.684064134,0.0005490495012869233
clsQDEIM,6,1,34,38,37,47,1.629404038,0.000702958992639416
clsSOPT,6,1,34,38,37,48,1.797962834,0.0007027889591805952
clsQDEIM,6,1,34,38,37,48,1.675076751,0.0006975747802824807
clsSOPT,6,1,34,38,37,49,2.580861268,1.158139626191235
clsQDEIM,6,1,34,38,37,49,1.724954381,0.001026821461880161
clsSOPT,6,1,34,38,37,50,,
clsQDEIM,6,1,34,38,37,50,1.706803026,0.001234415584099896
clsSOPT,6,1,34,38,37,51,1.956315186,0.002058883768852925
clsQDEIM,6,1,34,38,37,51,1.739055597,0.001240405702459365
clsSOPT,6,1,34,38,37,52,1.928252169,0.0006986545147685325
clsQDEIM,6,1,34,38,37,52,1.745143777,0.001163525632692401
clsSOPT,6,1,34,38,37,53,2.175374118,0.009535194148776596
clsQDEIM,6,1,34,38,37,53,1.75931196,0.0003987999346327585
clsSOPT,6,1,34,38,37,54,2.273132101,0.002037644941129941
clsQDEIM,6,1,34,38,37,54,1.797652007,0.0003788993654821335
clsSOPT,6,1,34,38,37,55,2.204165612,0.001892452119028622
clsQDEIM,6,1,34,38,37,55,1.824730431,0.0004023561672209191
clsSOPT,6,1,34,38,37,56,2.050288473,0.002405151220027036
clsQDEIM,6,1,34,38,37,56,1.861474408,0.000284447964679702
clsSOPT,6,1,34,38,37,57,2.070670375,0.002702082930752332
clsQDEIM,6,1,34,38,37,57,1.844412243,0.0002411335338321743
clsSOPT,6,1,34,38,37,58,2.164386228,0.001147015578608449
clsQDEIM,6,1,34,38,37,58,1.874436224,0.0002786921629623598
clsSOPT,6,1,34,38,37,59,2.022186112,0.001515913012012721
clsQDEIM,6,1,34,38,37,59,1.894437464,0.0003081334509275678
clsSOPT,6,1,34,38,37,60,2.017254075,0.007646825983741332
clsQDEIM,6,1,34,38,37,60,1.913549473,0.0004849313956549432
clsSOPT,6,1,34,38,37,61,2.04656059,0.007474632064391029
clsQDEIM,6,1,34,38,37,61,1.95019927,0.002918267884506172
clsSOPT,6,1,34,38,37,62,2.072373869,0.0062751632689429
clsQDEIM,6,1,34,38,37,62,1.93894642,0.003365573261136479
