p,method,n,energy_frac,rwdim,rrdim,nldim,nsr,time,error
,SOPT,3,0.9999,19,21,21,23,0.613860519,0.0003701191790682943
0.1,clsthSOPT,3,0.9999,19,21,21,23,0.5718193149999999,0.00169397648567163
0.1,thSOPT,3,0.9999,19,21,21,23,0.60129347,0.0003701191790677456
1,QDEIM,3,0.9999,19,21,21,23,0.6177342760000001,0.0002080659983241926
0.1,clsthQDEIM,3,0.9999,19,21,21,23,0.568591474,0.001944877400722697
0.1,thQDEIM,3,0.9999,19,21,21,23,0.61817307,0.0002233693278308493
,SOPT,3,0.9999,19,21,21,25,0.649717927,0.0001162585406153712
0.1,clsthSOPT,3,0.9999,19,21,21,25,0.597918849,0.0008570131571141121
0.1,thSOPT,3,0.9999,19,21,21,25,0.637536365,0.0001162585406158493
1,QDEIM,3,0.9999,19,21,21,25,0.668209855,0.0003047137631543689
0.1,clsthQDEIM,3,0.9999,19,21,21,25,0.5953229090000001,0.001886808124865153
0.1,thQDEIM,3,0.9999,19,21,21,25,0.641436895,0.000230072408054677
,SOPT,3,0.9999,19,21,21,27,0.6883893329999999,0.0001694438319742061
0.1,clsthSOPT,3,0.9999,19,21,21,27,0.613843401,0.0008713141684953741
0.1,thSOPT,3,0.9999,19,21,21,27,0.68723961,0.0001694438319737809
1,QDEIM,3,0.9999,19,21,21,27,0.684675392,0.0003117690571829636
0.1,clsthQDEIM,3,0.9999,19,21,21,27,0.630945866,0.002083100374018253
0.1,thQDEIM,3,0.9999,19,21,21,27,0.6782055570000001,0.0003369550589349685
,SOPT,3,0.9999,19,21,21,29,0.718782841,0.000563095380548564
0.1,clsthSOPT,3,0.9999,19,21,21,29,0.629718557,0.0007041352478097179
0.1,thSOPT,3,0.9999,19,21,21,29,0.718094443,0.0005630953805485753
1,QDEIM,3,0.9999,19,21,21,29,0.7181245430000001,0.000266643081623086
0.1,clsthQDEIM,3,0.9999,19,21,21,29,0.729530633,0.001361597628861481
0.1,thQDEIM,3,0.9999,19,21,21,29,0.712471422,0.0003243042576170285
,SOPT,3,0.9999,19,21,21,31,0.767324048,0.0006665527372493055
0.1,clsthSOPT,3,0.9999,19,21,21,31,0.6730491590000001,0.0004591256889751092
0.1,thSOPT,3,0.9999,19,21,21,31,0.749866844,0.0006665527372488689
1,QDEIM,3,0.9999,19,21,21,31,0.721750385,0.0007146900243293877
0.1,clsthQDEIM,3,0.9999,19,21,21,31,0.674371129,0.001283129544864993
0.1,thQDEIM,3,0.9999,19,21,21,31,0.728234206,0.0006056177800900537
,SOPT,3,0.9999,19,21,21,33,0.776930414,0.0004431549637903159
0.1,clsthSOPT,3,0.9999,19,21,21,33,0.7016777439999999,0.0005355380106254699
0.1,thSOPT,3,0.9999,19,21,21,33,0.784252622,0.0004431549637906798
1,QDEIM,3,0.9999,19,21,21,33,0.764034654,0.0007601535148898243
0.1,clsthQDEIM,3,0.9999,19,21,21,33,0.7008761870000001,0.001430820570695833
0.1,thQDEIM,3,0.9999,19,21,21,33,0.764169671,0.000596037706638917
,SOPT,3,0.9999,19,21,21,35,0.80276096,0.0006982988046471187
0.1,clsthSOPT,3,0.9999,19,21,21,35,0.7374797829999999,0.0005135002344789786
0.1,thSOPT,3,0.9999,19,21,21,35,0.810728392,0.0006982988046470251
1,QDEIM,3,0.9999,19,21,21,35,0.821679658,0.000605842735060017
0.1,clsthQDEIM,3,0.9999,19,21,21,35,0.7138309780000001,0.001402481157472436
0.1,thQDEIM,3,0.9999,19,21,21,35,0.7959893730000001,0.0002142726739954657
,SOPT,3,0.9999,19,21,21,37,0.851955256,0.0004290210837104555
0.1,clsthSOPT,3,0.9999,19,21,21,37,0.758350224,0.0004188575744544053
0.1,thSOPT,3,0.9999,19,21,21,37,0.8504596089999999,0.0004290210837109237
1,QDEIM,3,0.9999,19,21,21,37,0.830396239,0.0003873209858284718
0.1,clsthQDEIM,3,0.9999,19,21,21,37,0.738423733,0.001231803227559921
0.1,thQDEIM,3,0.9999,19,21,21,37,0.832409661,0.0004883687884107525
,SOPT,3,0.9999,19,21,21,39,0.861306696,0.0004184547807224449
0.1,clsthSOPT,3,0.9999,19,21,21,39,0.7855181929999999,0.0004163563201683788
0.1,thSOPT,3,0.9999,19,21,21,39,0.883808316,0.0004184547807227806
1,QDEIM,3,0.9999,19,21,21,39,0.860162903,0.000360699153907191
0.1,clsthQDEIM,3,0.9999,19,21,21,39,0.759145763,0.001193545492320825
0.1,thQDEIM,3,0.9999,19,21,21,39,0.856658971,0.0004449705065323996
,SOPT,3,0.9999,19,21,21,41,0.888832369,0.000391704477051771
0.1,clsthSOPT,3,0.9999,19,21,21,41,0.841442478,0.0004286661098753128
0.1,thSOPT,3,0.9999,19,21,21,41,0.911999366,0.0003917044770517957
1,QDEIM,3,0.9999,19,21,21,41,0.8964522210000001,0.0004538467812482973
0.1,clsthQDEIM,3,0.9999,19,21,21,41,0.789170311,0.001200793284008978
0.1,thQDEIM,3,0.9999,19,21,21,41,0.892286104,0.0004542171440099244
,SOPT,3,0.9999,19,21,21,43,0.917041904,0.0003307410708348265
0.1,clsthSOPT,3,0.9999,19,21,21,43,0.8442106549999999,0.0004957264393946147
0.1,thSOPT,3,0.9999,19,21,21,43,0.92856129,0.0003307410708352651
1,QDEIM,3,0.9999,19,21,21,43,0.983232986,0.0004711202921762566
0.1,clsthQDEIM,3,0.9999,19,21,21,43,0.8048362560000001,0.001224389564848019
0.1,thQDEIM,3,0.9999,19,21,21,43,0.928310712,0.0004748107909136035
,SOPT,3,0.9999,19,21,21,45,1.030287961,9.44275783360269e-05
0.1,clsthSOPT,3,0.9999,19,21,21,45,0.867602302,0.0002897887035358473
0.1,thSOPT,3,0.9999,19,21,21,45,0.949520654,9.442757833577593e-05
1,QDEIM,3,0.9999,19,21,21,45,0.954661757,0.0004744102678447797
0.1,clsthQDEIM,3,0.9999,19,21,21,45,0.8140147879999999,0.000861419055858131
0.1,thQDEIM,3,0.9999,19,21,21,45,0.960199899,0.0003541910902067991
,SOPT,3,0.9999,19,21,21,47,0.978505814,8.530622274075963e-05
0.1,clsthSOPT,3,0.9999,19,21,21,47,0.901313913,0.0002748960712918423
0.1,thSOPT,3,0.9999,19,21,21,47,0.98613882,8.530622274069806e-05
1,QDEIM,3,0.9999,19,21,21,47,0.990686594,0.0005312979802043036
0.1,clsthQDEIM,3,0.9999,19,21,21,47,0.826637131,0.0009823164069550497
0.1,thQDEIM,3,0.9999,19,21,21,47,1.00915436,0.0003760020634077492
,SOPT,3,0.9999,19,21,21,49,0.998731922,8.479699620476482e-05
0.1,clsthSOPT,3,0.9999,19,21,21,49,0.915664353,0.0004021511379846709
0.1,thSOPT,3,0.9999,19,21,21,49,1.00901385,8.479699620471432e-05
1,QDEIM,3,0.9999,19,21,21,49,1.017557306,0.0004414639108042257
0.1,clsthQDEIM,3,0.9999,19,21,21,49,0.838054443,0.0008971760571439405
0.1,thQDEIM,3,0.9999,19,21,21,49,1.020753794,0.0003761964517371875
,SOPT,3,0.9999,19,21,21,51,1.035552995,0.0001275541314282762
0.1,clsthSOPT,3,0.9999,19,21,21,51,0.9351015579999999,0.00021374408439296
0.1,thSOPT,3,0.9999,19,21,21,51,1.046347321,0.0001275541314286744
1,QDEIM,3,0.9999,19,21,21,51,1.051567308,0.0005169363837072338
0.1,clsthQDEIM,3,0.9999,19,21,21,51,0.864327402,0.0007824353331638076
0.1,thQDEIM,3,0.9999,19,21,21,51,1.070232266,0.000742733901903864
,SOPT,3,0.9999,19,21,21,53,1.060634441,0.000114058225305585
0.1,clsthSOPT,3,0.9999,19,21,21,53,0.956180522,0.0002043807437787907
0.1,thSOPT,3,0.9999,19,21,21,53,1.070588804,0.0001140582253054174
1,QDEIM,3,0.9999,19,21,21,53,1.088777157,0.0004648533390335263
0.1,clsthQDEIM,3,0.9999,19,21,21,53,0.8714493010000001,0.0007509648005630289
0.1,thQDEIM,3,0.9999,19,21,21,53,1.092294548,0.0009487651532059099
,SOPT,3,0.9999,19,21,21,55,1.090271893,0.000114857664840766
0.1,clsthSOPT,3,0.9999,19,21,21,55,0.98580799,0.0001608766484467353
0.1,thSOPT,3,0.9999,19,21,21,55,1.107182404,0.0001148576648399543
1,QDEIM,3,0.9999,19,21,21,55,1.113922177,0.000554140860253944
0.1,clsthQDEIM,3,0.9999,19,21,21,55,0.882213666,0.0007067362806681915
0.1,thQDEIM,3,0.9999,19,21,21,55,1.127933769,0.000916515308682953
,SOPT,3,0.9999,19,21,21,57,1.130626555,0.0001477891980345935
0.1,clsthSOPT,3,0.9999,19,21,21,57,1.011787472,0.0001019330548987128
0.1,thSOPT,3,0.9999,19,21,21,57,1.144777362,0.0001477891980342223
1,QDEIM,3,0.9999,19,21,21,57,1.140885966,0.0005802009557243411
0.1,clsthQDEIM,3,0.9999,19,21,21,57,0.880008848,0.0007119084311666026
0.1,thQDEIM,3,0.9999,19,21,21,57,1.150898625,0.0008731199998286246
,SOPT,3,0.9999,19,21,21,59,1.167852895,0.0001315263041422445
0.1,clsthSOPT,3,0.9999,19,21,21,59,1.037328773,0.0001403608214549791
0.1,thSOPT,3,0.9999,19,21,21,59,1.187562429,0.0001315263041422707
1,QDEIM,3,0.9999,19,21,21,59,1.173838214,0.0006316712251318711
0.1,clsthQDEIM,3,0.9999,19,21,21,59,0.898976325,0.0007115970582190358
0.1,thQDEIM,3,0.9999,19,21,21,59,1.181389531,0.0009197239517181943
,SOPT,3,0.9999,19,21,21,61,1.190434196,0.0002160646370502662
0.1,clsthSOPT,3,0.9999,19,21,21,61,1.060308653,0.0001668015372149678
0.1,thSOPT,3,0.9999,19,21,21,61,1.214856699,0.0002160646370498699
1,QDEIM,3,0.9999,19,21,21,61,1.212518624,0.0006313809992749165
0.1,clsthQDEIM,3,0.9999,19,21,21,61,0.9238280169999999,0.0006972833811680774
0.1,thQDEIM,3,0.9999,19,21,21,61,1.215548188,0.001112687756128139
,SOPT,3,0.9999,19,21,21,23,0.6151329800000001,0.0003701191790682943
0.2,clsthSOPT,3,0.9999,19,21,21,23,0.602007339,0.001175531347446981
0.2,thSOPT,3,0.9999,19,21,21,23,0.670510033,0.000370119179068771
1,QDEIM,3,0.9999,19,21,21,23,0.634440892,0.0002080659983241926
0.2,clsthQDEIM,3,0.9999,19,21,21,23,0.5898888400000001,0.001297254168035975
0.2,thQDEIM,3,0.9999,19,21,21,23,0.606359278,0.0003270843052564277
,SOPT,3,0.9999,19,21,21,25,0.647522787,0.0001162585406153712
0.2,clsthSOPT,3,0.9999,19,21,21,25,0.620283267,9.066543880315676e-05
0.2,thSOPT,3,0.9999,19,21,21,25,0.6447674139999999,0.0001162585406158055
1,QDEIM,3,0.9999,19,21,21,25,0.644980496,0.0003047137631543689
0.2,clsthQDEIM,3,0.9999,19,21,21,25,0.6217511769999999,0.001467895357658111
0.2,thQDEIM,3,0.9999,19,21,21,25,0.6346700630000001,0.0002657881418772709
,SOPT,3,0.9999,19,21,21,27,0.6846067039999999,0.0001694438319742061
0.2,clsthSOPT,3,0.9999,19,21,21,27,0.650891286,0.000183329992566764
0.2,thSOPT,3,0.9999,19,21,21,27,0.680807747,0.0001694438319738306
1,QDEIM,3,0.9999,19,21,21,27,0.675934871,0.0003117690571829636
0.2,clsthQDEIM,3,0.9999,19,21,21,27,0.6451675619999999,0.001375585210820962
0.2,thQDEIM,3,0.9999,19,21,21,27,0.667044795,0.0003319206412358045
,SOPT,3,0.9999,19,21,21,29,0.716462257,0.000563095380548564
0.2,clsthSOPT,3,0.9999,19,21,21,29,0.6904150560000001,0.000247781883069619
0.2,thSOPT,3,0.9999,19,21,21,29,0.712615908,0.0005630953805490034
1,QDEIM,3,0.9999,19,21,21,29,0.708073778,0.000266643081623086
0.2,clsthQDEIM,3,0.9999,19,21,21,29,0.6783449239999999,0.001238115581927176
0.2,thQDEIM,3,0.9999,19,21,21,29,0.7000217440000001,0.0004959722177606115
,SOPT,3,0.9999,19,21,21,31,0.7383199970000001,0.0006665527372493055
0.2,clsthSOPT,3,0.9999,19,21,21,31,0.7430063730000001,0.0002296112005034556
0.2,thSOPT,3,0.9999,19,21,21,31,0.7467353109999999,0.0006665527372486054
1,QDEIM,3,0.9999,19,21,21,31,0.7303617020000001,0.0007146900243293877
0.2,clsthQDEIM,3,0.9999,19,21,21,31,0.704280299,0.001225558825532824
0.2,thQDEIM,3,0.9999,19,21,21,31,0.744805224,0.0008295191240326975
,SOPT,3,0.9999,19,21,21,33,0.771231015,0.0004431549637903159
0.2,clsthSOPT,3,0.9999,19,21,21,33,0.753582631,0.0001940434489804147
0.2,thSOPT,3,0.9999,19,21,21,33,0.7855190520000001,0.0004431549637904221
1,QDEIM,3,0.9999,19,21,21,33,0.759333569,0.0007601535148898243
0.2,clsthQDEIM,3,0.9999,19,21,21,33,0.7378053450000001,0.001318375026228883
0.2,thQDEIM,3,0.9999,19,21,21,33,0.7991465089999999,0.0008113636743007412
,SOPT,3,0.9999,19,21,21,35,0.799491485,0.0006982988046471187
0.2,clsthSOPT,3,0.9999,19,21,21,35,0.762565041,9.716115504032967e-05
0.2,thSOPT,3,0.9999,19,21,21,35,0.840347765,0.0006982988046477061
1,QDEIM,3,0.9999,19,21,21,35,0.79596323,0.000605842735060017
0.2,clsthQDEIM,3,0.9999,19,21,21,35,0.7654553780000001,0.001297291882479142
0.2,thQDEIM,3,0.9999,19,21,21,35,0.807116814,0.0009469039061285144
,SOPT,3,0.9999,19,21,21,37,0.8362877399999999,0.0004290210837104555
0.2,clsthSOPT,3,0.9999,19,21,21,37,0.787335838,0.0002864325192779415
0.2,thSOPT,3,0.9999,19,21,21,37,0.846131764,0.0004290210837106967
1,QDEIM,3,0.9999,19,21,21,37,0.826454016,0.0003873209858284718
0.2,clsthQDEIM,3,0.9999,19,21,21,37,0.796626926,0.001126793496010792
0.2,thQDEIM,3,0.9999,19,21,21,37,0.847630541,0.0009531276090090241
,SOPT,3,0.9999,19,21,21,39,0.861957407,0.0004184547807224449
0.2,clsthSOPT,3,0.9999,19,21,21,39,0.812160119,0.0001897989345242678
0.2,thSOPT,3,0.9999,19,21,21,39,0.878898157,0.0004184547807227806
1,QDEIM,3,0.9999,19,21,21,39,0.8562805560000001,0.000360699153907191
0.2,clsthQDEIM,3,0.9999,19,21,21,39,0.8192561709999999,0.001214038536603846
0.2,thQDEIM,3,0.9999,19,21,21,39,0.875732087,0.001008532835935939
,SOPT,3,0.9999,19,21,21,41,0.89153724,0.000391704477051771
0.2,clsthSOPT,3,0.9999,19,21,21,41,0.838837638,0.0001226415975564801
0.2,thSOPT,3,0.9999,19,21,21,41,0.917575353,0.0003917044770515407
1,QDEIM,3,0.9999,19,21,21,41,0.893369243,0.0004538467812482973
0.2,clsthQDEIM,3,0.9999,19,21,21,41,0.8473077259999999,0.001227984254904888
0.2,thQDEIM,3,0.9999,19,21,21,41,0.909193954,0.0009334859777864217
,SOPT,3,0.9999,19,21,21,43,0.916780783,0.0003307410708348265
0.2,clsthSOPT,3,0.9999,19,21,21,43,0.872978688,0.0001080040765952896
0.2,thSOPT,3,0.9999,19,21,21,43,0.926589311,0.0003307410708354836
1,QDEIM,3,0.9999,19,21,21,43,0.921908989,0.0004711202921762566
0.2,clsthQDEIM,3,0.9999,19,21,21,43,0.8775517970000001,0.001626591652446923
0.2,thQDEIM,3,0.9999,19,21,21,43,1.038712047,0.000937576523873595
,SOPT,3,0.9999,19,21,21,45,0.951877305,9.44275783360269e-05
0.2,clsthSOPT,3,0.9999,19,21,21,45,0.914728026,0.0001536874792106161
0.2,thSOPT,3,0.9999,19,21,21,45,1.022860533,9.442757833604498e-05
1,QDEIM,3,0.9999,19,21,21,45,0.951778471,0.0004744102678447797
0.2,clsthQDEIM,3,0.9999,19,21,21,45,0.888413056,0.0007460200389056774
0.2,thQDEIM,3,0.9999,19,21,21,45,0.965440818,0.000891001466122983
,SOPT,3,0.9999,19,21,21,47,0.977683186,8.530622274075963e-05
0.2,clsthSOPT,3,0.9999,19,21,21,47,0.94010741,0.0001745399864321886
0.2,thSOPT,3,0.9999,19,21,21,47,1.009774105,8.530622274082763e-05
1,QDEIM,3,0.9999,19,21,21,47,0.992360063,0.0005312979802043036
0.2,clsthQDEIM,3,0.9999,19,21,21,47,0.918018683,0.0007605322530987651
0.2,thQDEIM,3,0.9999,19,21,21,47,1.001674263,0.0009070877644740264
,SOPT,3,0.9999,19,21,21,49,1.000892919,8.479699620476482e-05
0.2,clsthSOPT,3,0.9999,19,21,21,49,0.962358322,7.576975401766527e-05
0.2,thSOPT,3,0.9999,19,21,21,49,1.013232058,8.479699620470035e-05
1,QDEIM,3,0.9999,19,21,21,49,1.021896858,0.0004414639108042257
0.2,clsthQDEIM,3,0.9999,19,21,21,49,0.9346717410000001,0.0007343578890806038
0.2,thQDEIM,3,0.9999,19,21,21,49,1.029212808,0.001083045900678327
,SOPT,3,0.9999,19,21,21,51,1.035520679,0.0001275541314282762
0.2,clsthSOPT,3,0.9999,19,21,21,51,0.995956643,0.0001102557796938721
0.2,thSOPT,3,0.9999,19,21,21,51,1.055550054,0.000127554131428641
1,QDEIM,3,0.9999,19,21,21,51,1.05376446,0.0005169363837072338
0.2,clsthQDEIM,3,0.9999,19,21,21,51,0.978357143,0.0008228120271446139
0.2,thQDEIM,3,0.9999,19,21,21,51,1.048072123,0.0002725935294377444
,SOPT,3,0.9999,19,21,21,53,1.062576694,0.000114058225305585
0.2,clsthSOPT,3,0.9999,19,21,21,53,1.019507398,8.077462746176814e-05
0.2,thSOPT,3,0.9999,19,21,21,53,1.074547988,0.0001140582253055538
1,QDEIM,3,0.9999,19,21,21,53,1.096873334,0.0004648533390335263
0.2,clsthQDEIM,3,0.9999,19,21,21,53,1.01044649,0.0005896866541448152
0.2,thQDEIM,3,0.9999,19,21,21,53,1.092168371,0.000359463617334506
,SOPT,3,0.9999,19,21,21,55,1.096216957,0.000114857664840766
0.2,clsthSOPT,3,0.9999,19,21,21,55,1.056352068,0.0001678611638817539
0.2,thSOPT,3,0.9999,19,21,21,55,1.108433179,0.0001148576648406174
1,QDEIM,3,0.9999,19,21,21,55,1.108800513,0.000554140860253944
0.2,clsthQDEIM,3,0.9999,19,21,21,55,1.038304077,0.0006473846415542867
0.2,thQDEIM,3,0.9999,19,21,21,55,1.098922056,0.0003187447221006906
,SOPT,3,0.9999,19,21,21,57,1.131974738,0.0001477891980345935
0.2,clsthSOPT,3,0.9999,19,21,21,57,1.087736433,0.0001798920865037188
0.2,thSOPT,3,0.9999,19,21,21,57,1.132470747,0.0001477891980344156
1,QDEIM,3,0.9999,19,21,21,57,1.148293618,0.0005802009557243411
0.2,clsthQDEIM,3,0.9999,19,21,21,57,1.065934121,0.0007559299997609599
0.2,thQDEIM,3,0.9999,19,21,21,57,1.13750122,0.0002112654669618254
,SOPT,3,0.9999,19,21,21,59,1.171342222,0.0001315263041422445
0.2,clsthSOPT,3,0.9999,19,21,21,59,1.109634306,0.0001208199439359339
0.2,thSOPT,3,0.9999,19,21,21,59,1.166202985,0.000131526304142438
1,QDEIM,3,0.9999,19,21,21,59,1.180969255,0.0006316712251318711
0.2,clsthQDEIM,3,0.9999,19,21,21,59,1.083211651,0.0007506941589923854
0.2,thQDEIM,3,0.9999,19,21,21,59,1.162326811,0.0002060206984525964
,SOPT,3,0.9999,19,21,21,61,1.201018414,0.0002160646370502662
0.2,clsthSOPT,3,0.9999,19,21,21,61,1.137514299,0.000156473513797169
0.2,thSOPT,3,0.9999,19,21,21,61,1.196894587,0.0002160646370498401
1,QDEIM,3,0.9999,19,21,21,61,1.207140788,0.0006313809992749165
0.2,clsthQDEIM,3,0.9999,19,21,21,61,1.103410784,0.0007483709700599503
0.2,thQDEIM,3,0.9999,19,21,21,61,1.202278182,0.0003032319914704918
,SOPT,3,0.9999,19,21,21,23,0.609607958,0.0003701191790682943
0.3,clsthSOPT,3,0.9999,19,21,21,23,0.5876341940000001,0.0016754640073866
0.3,thSOPT,3,0.9999,19,21,21,23,0.614906881,0.0003701191790693632
1,QDEIM,3,0.9999,19,21,21,23,0.612532439,0.0002080659983241926
0.3,clsthQDEIM,3,0.9999,19,21,21,23,0.5663464659999999,0.00290052260787191
0.3,thQDEIM,3,0.9999,19,21,21,23,0.609857344,0.0002233693278309565
,SOPT,3,0.9999,19,21,21,25,0.635121615,0.0001162585406153712
0.3,clsthSOPT,3,0.9999,19,21,21,25,0.619295904,0.001559223857079376
0.3,thSOPT,3,0.9999,19,21,21,25,0.651477981,0.0001162585406157323
1,QDEIM,3,0.9999,19,21,21,25,0.6483100980000001,0.0003047137631543689
0.3,clsthQDEIM,3,0.9999,19,21,21,25,0.602046179,0.002404824044380521
0.3,thQDEIM,3,0.9999,19,21,21,25,0.63931348,0.0002345447651870239
,SOPT,3,0.9999,19,21,21,27,0.68731542,0.0001694438319742061
0.3,clsthSOPT,3,0.9999,19,21,21,27,0.655753475,0.001377442809426876
0.3,thSOPT,3,0.9999,19,21,21,27,0.6844234760000001,0.0001694438319743745
1,QDEIM,3,0.9999,19,21,21,27,0.6787308999999999,0.0003117690571829636
0.3,clsthQDEIM,3,0.9999,19,21,21,27,0.636701782,0.0026913849063091
0.3,thQDEIM,3,0.9999,19,21,21,27,0.670083932,0.001120272411947668
,SOPT,3,0.9999,19,21,21,29,0.716216905,0.000563095380548564
0.3,clsthSOPT,3,0.9999,19,21,21,29,0.680860035,0.0009018480531628563
0.3,thSOPT,3,0.9999,19,21,21,29,0.7136621630000001,0.0005630953805481348
1,QDEIM,3,0.9999,19,21,21,29,0.712999234,0.000266643081623086
0.3,clsthQDEIM,3,0.9999,19,21,21,29,0.674512016,0.003923800509550462
0.3,thQDEIM,3,0.9999,19,21,21,29,0.7037464339999999,0.001210153801134222
,SOPT,3,0.9999,19,21,21,31,0.7385603270000001,0.0006665527372493055
0.3,clsthSOPT,3,0.9999,19,21,21,31,0.71926053,0.0005988803833936897
0.3,thSOPT,3,0.9999,19,21,21,31,0.7523757280000001,0.0006665527372490954
1,QDEIM,3,0.9999,19,21,21,31,0.732901999,0.0007146900243293877
0.3,clsthQDEIM,3,0.9999,19,21,21,31,0.6876269660000001,0.004592491637891402
0.3,thQDEIM,3,0.9999,19,21,21,31,0.736103036,0.001177079706415168
,SOPT,3,0.9999,19,21,21,33,0.776315989,0.0004431549637903159
0.3,clsthSOPT,3,0.9999,19,21,21,33,0.746985783,0.0005542535735115586
0.3,thSOPT,3,0.9999,19,21,21,33,0.78681273,0.0004431549637903485
1,QDEIM,3,0.9999,19,21,21,33,0.764292234,0.0007601535148898243
0.3,clsthQDEIM,3,0.9999,19,21,21,33,0.704198482,0.004528304211212006
0.3,thQDEIM,3,0.9999,19,21,21,33,0.8657447450000001,0.00110748349554489
,SOPT,3,0.9999,19,21,21,35,0.79834322,0.0006982988046471187
0.3,clsthSOPT,3,0.9999,19,21,21,35,0.780195686,0.0005972076349247871
0.3,thSOPT,3,0.9999,19,21,21,35,0.8079661739999999,0.0006982988046474748
1,QDEIM,3,0.9999,19,21,21,35,0.794121957,0.000605842735060017
0.3,clsthQDEIM,3,0.9999,19,21,21,35,0.709924964,0.003966221432331796
0.3,thQDEIM,3,0.9999,19,21,21,35,0.856942039,0.001095313597548178
,SOPT,3,0.9999,19,21,21,37,0.835713939,0.0004290210837104555
0.3,clsthSOPT,3,0.9999,19,21,21,37,0.8382118970000001,0.0006367301822445115
0.3,thSOPT,3,0.9999,19,21,21,37,0.845837272,0.00042902108371138
1,QDEIM,3,0.9999,19,21,21,37,0.828518553,0.0003873209858284718
0.3,clsthQDEIM,3,0.9999,19,21,21,37,0.7420286780000001,0.003927612940769647
0.3,thQDEIM,3,0.9999,19,21,21,37,0.82030526,0.001085384412916346
,SOPT,3,0.9999,19,21,21,39,0.858861447,0.0004184547807224449
0.3,clsthSOPT,3,0.9999,19,21,21,39,0.838731231,0.0006063399997468031
0.3,thSOPT,3,0.9999,19,21,21,39,0.917129824,0.0004184547807231361
1,QDEIM,3,0.9999,19,21,21,39,0.8599732609999999,0.000360699153907191
0.3,clsthQDEIM,3,0.9999,19,21,21,39,0.831599796,0.003836947526900106
0.3,thQDEIM,3,0.9999,19,21,21,39,0.861156382,0.00109538925517369
,SOPT,3,0.9999,19,21,21,41,0.887597645,0.000391704477051771
0.3,clsthSOPT,3,0.9999,19,21,21,41,0.923870725,0.0005153332939938995
0.3,thSOPT,3,0.9999,19,21,21,41,0.920122597,0.0003917044770518993
1,QDEIM,3,0.9999,19,21,21,41,0.8959192229999999,0.0004538467812482973
0.3,clsthQDEIM,3,0.9999,19,21,21,41,0.8138741549999999,0.003620521729862961
0.3,thQDEIM,3,0.9999,19,21,21,41,0.898649877,0.001005014311048836
,SOPT,3,0.9999,19,21,21,43,0.921664539,0.0003307410708348265
0.3,clsthSOPT,3,0.9999,19,21,21,43,0.899611983,0.0003188925161428844
0.3,thSOPT,3,0.9999,19,21,21,43,0.948194454,0.0003307410708345866
1,QDEIM,3,0.9999,19,21,21,43,0.919809024,0.0004711202921762566
0.3,clsthQDEIM,3,0.9999,19,21,21,43,0.846227448,0.003638784889009609
0.3,thQDEIM,3,0.9999,19,21,21,43,0.929565848,0.001048501581996048
,SOPT,3,0.9999,19,21,21,45,0.954615762,9.44275783360269e-05
0.3,clsthSOPT,3,0.9999,19,21,21,45,0.91613132,0.0004603051840182312
0.3,thSOPT,3,0.9999,19,21,21,45,0.9785571199999999,9.442757833590884e-05
1,QDEIM,3,0.9999,19,21,21,45,0.94775263,0.0004744102678447797
0.3,clsthQDEIM,3,0.9999,19,21,21,45,0.8587928,0.003817405447915385
0.3,thQDEIM,3,0.9999,19,21,21,45,0.96779519,0.0008886251634957869
,SOPT,3,0.9999,19,21,21,47,0.979284501,8.530622274075963e-05
0.3,clsthSOPT,3,0.9999,19,21,21,47,0.949156629,0.0004552969084743602
0.3,thSOPT,3,0.9999,19,21,21,47,1.002434164,8.530622274076694e-05
1,QDEIM,3,0.9999,19,21,21,47,0.991567977,0.0005312979802043036
0.3,clsthQDEIM,3,0.9999,19,21,21,47,0.939399408,0.002653344077106765
0.3,thQDEIM,3,0.9999,19,21,21,47,0.9971408430000001,0.0008882479851264621
,SOPT,3,0.9999,19,21,21,49,1.005061451,8.479699620476482e-05
0.3,clsthSOPT,3,0.9999,19,21,21,49,0.991157646,0.0005757340373460535
0.3,thSOPT,3,0.9999,19,21,21,49,1.028396997,8.479699620472949e-05
1,QDEIM,3,0.9999,19,21,21,49,1.030629658,0.0004414639108042257
0.3,clsthQDEIM,3,0.9999,19,21,21,49,0.908651272,0.002551067334584441
0.3,thQDEIM,3,0.9999,19,21,21,49,1.025082821,0.0007465387246828761
,SOPT,3,0.9999,19,21,21,51,1.035314754,0.0001275541314282762
0.3,clsthSOPT,3,0.9999,19,21,21,51,1.009754431,0.0004711874237391998
0.3,thSOPT,3,0.9999,19,21,21,51,1.06243434,0.0001275541314284727
1,QDEIM,3,0.9999,19,21,21,51,1.057684729,0.0005169363837072338
0.3,clsthQDEIM,3,0.9999,19,21,21,51,0.921004157,0.002137180274002676
0.3,thQDEIM,3,0.9999,19,21,21,51,1.066837974,0.0001512885405434105
,SOPT,3,0.9999,19,21,21,53,1.057844377,0.000114058225305585
0.3,clsthSOPT,3,0.9999,19,21,21,53,1.040834519,0.000360260481776364
0.3,thSOPT,3,0.9999,19,21,21,53,1.098228421,0.00011405822530575
1,QDEIM,3,0.9999,19,21,21,53,1.087296788,0.0004648533390335263
0.3,clsthQDEIM,3,0.9999,19,21,21,53,0.94976514,0.002202478523860051
0.3,thQDEIM,3,0.9999,19,21,21,53,1.091086169,0.000323220474060707
,SOPT,3,0.9999,19,21,21,55,1.093246784,0.000114857664840766
