p,method,n,energy_frac,rwdim,rrdim,nldim,nsr,time,error
0.3,clsthSOPT,5,0.999999,29,32,32,68,4.820942,1.513619598,0.0004560416687016588
0.3,thSOPT,5,0.999999,29,32,32,68,4.939337,1.583596748,0.0001066986358742662
1,QDEIM,5,0.999999,29,32,32,68,5.604143,1.688498608,0.018181891914904
0.3,clsthQDEIM,5,0.999999,29,32,32,68,6.762263,,
0.3,thQDEIM,5,0.999999,29,32,32,68,4.780202,1.659987233,0.01818189191618092
,SOPT,5,0.999999,29,32,32,70,5.438723,1.633936563,9.027997941894138e-05
0.3,clsthSOPT,5,0.999999,29,32,32,70,5.474184,1.521807935,0.0007243903687026164
0.3,thSOPT,5,0.999999,29,32,32,70,4.914442,1.593748579,9.027997942309445e-05
1,QDEIM,5,0.999999,29,32,32,70,4.660892,1.670000699,0.008496658308826606
0.3,clsthQDEIM,5,0.999999,29,32,32,70,5.705738,,
0.3,thQDEIM,5,0.999999,29,32,32,70,5.714973,1.629610647,0.008496658309156174
,SOPT,5,0.999999,29,32,32,72,4.882027,1.664990508,0.0001041783287920091
0.3,clsthSOPT,5,0.999999,29,32,32,72,4.931664,1.550956224,0.0007197462255143424
0.3,thSOPT,5,0.999999,29,32,32,72,4.920373,1.638034481,0.0001041783287977558
1,QDEIM,5,0.999999,29,32,32,72,5.067878,1.700611707,0.006609503313338404
0.3,clsthQDEIM,5,0.999999,29,32,32,72,5.346726,1.529698893,0.0002990111990307895
0.3,thQDEIM,5,0.999999,29,32,32,72,4.816274,1.664711014,0.006609503313555289
,SOPT,5,0.999999,29,32,32,74,5.302160,1.720512368,0.0003048404051342358
0.3,clsthSOPT,5,0.999999,29,32,32,74,4.688518,1.580391499,0.0008515503080659596
0.3,thSOPT,5,0.999999,29,32,32,74,4.554622,1.691502352,0.0003048404051374365
1,QDEIM,5,0.999999,29,32,32,74,4.872919,1.767004088,0.01514630425707369
0.3,clsthQDEIM,5,0.999999,29,32,32,74,4.920665,1.555155104,0.000315380128346611
0.3,thQDEIM,5,0.999999,29,32,32,74,5.067810,1.712890848,0.01514630425789304
,SOPT,5,0.999999,29,32,32,76,5.221301,1.746303363,0.000625931932263519
0.3,clsthSOPT,5,0.999999,29,32,32,76,5.477684,1.605916058,0.0009607503818330183
0.3,thSOPT,5,0.999999,29,32,32,76,5.198589,1.713889714,0.0006259319322669282
1,QDEIM,5,0.999999,29,32,32,76,4.736260,1.812790637,0.01786878168313201
0.3,clsthQDEIM,5,0.999999,29,32,32,76,5.326000,1.584948625,0.000138057915494183
0.3,thQDEIM,5,0.999999,29,32,32,76,4.610301,1.780449267,0.01786878168418083
,SOPT,5,0.999999,29,32,32,78,4.839520,1.771253989,0.0005928454457147704
0.3,clsthSOPT,5,0.999999,29,32,32,78,4.404307,1.610365281,0.0009532593743941209
0.3,thSOPT,5,0.999999,29,32,32,78,4.764002,1.731693994,0.0005928454457195874
1,QDEIM,5,0.999999,29,32,32,78,5.766835,1.807966756,0.01818125284955863
0.3,clsthQDEIM,5,0.999999,29,32,32,78,5.235501,1.598813184,0.0009377451491048448
0.3,thQDEIM,5,0.999999,29,32,32,78,4.556754,1.8102429,0.01818125285056913
,SOPT,5,0.999999,29,32,32,80,4.051982,1.805446129,0.0007812613092507446
0.3,clsthSOPT,5,0.999999,29,32,32,80,4.928420,1.653431258,0.0009592194031049334
0.3,thSOPT,5,0.999999,29,32,32,80,5.061285,1.743990564,0.0007812613092549728
1,QDEIM,5,0.999999,29,32,32,80,4.712675,2.183684161,0.9844212401967846
0.3,clsthQDEIM,5,0.999999,29,32,32,80,4.687040,1.612553924,0.0008703732055289779
0.3,thQDEIM,5,0.999999,29,32,32,80,6.842119,2.15391599,0.9844212403669147
,SOPT,5,0.999999,29,32,32,82,4.364333,1.827369664,0.000928003028092969
0.3,clsthSOPT,5,0.999999,29,32,32,82,5.549029,1.690602766,0.0009250517087549058
0.3,thSOPT,5,0.999999,29,32,32,82,4.786130,1.789942069,0.0009280030280989609
1,QDEIM,5,0.999999,29,32,32,82,4.135228,2.136063828,1.001287519940618
0.3,clsthQDEIM,5,0.999999,29,32,32,82,5.403127,1.653024838,0.000866592380106561
0.3,thQDEIM,5,0.999999,29,32,32,82,4.744573,2.186259811,1.001287520108681
,SOPT,5,0.999999,29,32,32,84,4.398149,1.857669718,0.0007623495943927517
0.3,clsthSOPT,5,0.999999,29,32,32,84,5.078236,1.716864111,0.001086726579606368
0.3,thSOPT,5,0.999999,29,32,32,84,4.710334,1.821536272,0.0007623495943992249
1,QDEIM,5,0.999999,29,32,32,84,4.708646,2.24074595,1.320225440822087
0.3,clsthQDEIM,5,0.999999,29,32,32,84,4.542892,1.707497854,0.0008548501131834649
0.3,thQDEIM,5,0.999999,29,32,32,84,4.422535,2.241204501,1.320225440918143
,SOPT,5,0.999999,29,32,32,86,4.345043,1.928544463,0.0008048019781628856
0.3,clsthSOPT,5,0.999999,29,32,32,86,4.855863,1.714460989,0.001031258872725753
0.3,thSOPT,5,0.999999,29,32,32,86,4.289526,1.842389642,0.0008048019781660632
1,QDEIM,5,0.999999,29,32,32,86,4.549368,2.128344581,0.2577418407177886
0.3,clsthQDEIM,5,0.999999,29,32,32,86,4.905762,1.740193233,0.0006954391560124665
0.3,thQDEIM,5,0.999999,29,32,32,86,4.561383,2.075003671,0.257741840755278
,SOPT,5,0.999999,29,32,32,88,4.819669,1.94965376,0.0008686335570159585
0.3,clsthSOPT,5,0.999999,29,32,32,88,4.179671,2.244165152,0.0007888381413690347
0.3,thSOPT,5,0.999999,29,32,32,88,4.660169,3.287448006,0.0008686335570180845
1,QDEIM,5,0.999999,29,32,32,88,4.531274,4.466044624,0.05479188004920149
0.3,clsthQDEIM,5,0.999999,29,32,32,88,4.645700,1.753366157,0.0008239670667515245
0.3,thQDEIM,5,0.999999,29,32,32,88,3.864864,2.103506756,0.05479188005211706
,SOPT,5,0.999999,29,32,32,90,3.915954,1.98735925,0.001041040397987744
0.3,clsthSOPT,5,0.999999,29,32,32,90,4.545370,1.771387807,0.000855526962536212
0.3,thSOPT,5,0.999999,29,32,32,90,4.473415,1.918274396,0.001041040397988542
1,QDEIM,5,0.999999,29,32,32,90,4.535739,2.145295652,0.03778185459285505
0.3,clsthQDEIM,5,0.999999,29,32,32,90,4.588769,1.756141401,0.000776788978482987
0.3,thQDEIM,5,0.999999,29,32,32,90,4.636500,2.09603409,0.03778185459454772
,SOPT,5,0.999999,29,32,32,92,4.546293,2.008351606,0.001040124681452863
0.3,clsthSOPT,5,0.999999,29,32,32,92,4.738723,1.792799679,0.0009722897623729403
0.3,thSOPT,5,0.999999,29,32,32,92,4.282566,1.939747796,0.001040124681455173
1,QDEIM,5,0.999999,29,32,32,92,3.824835,2.032402216,0.01538001438095357
0.3,clsthQDEIM,5,0.999999,29,32,32,92,4.152411,,
0.3,thQDEIM,5,0.999999,29,32,32,92,4.216659,1.979818656,0.0153800143812499
,SOPT,6,1,34,38,37,39,70.705714,,
0.4,clsthSOPT,6,1,34,38,37,39,29.521175,1.302169263,0.001241797879329103
0.4,thSOPT,6,1,34,38,37,39,35.004789,,
1,QDEIM,6,1,34,38,37,39,27.303113,1.49615677,0.002754233483169509
0.4,clsthQDEIM,6,1,34,38,37,39,121.800512,1.226918499,0.02076775261356425
0.4,thQDEIM,6,1,34,38,37,39,286.191471,1.467039559,0.002754233494353669
,SOPT,6,1,34,38,37,41,19.293448,1.433782893,0.007168207702215859
0.4,clsthSOPT,6,1,34,38,37,41,24.450681,1.393037337,0.002197923450149685
0.4,thSOPT,6,1,34,38,37,41,29.658580,1.398254132,0.007168207705493821
1,QDEIM,6,1,34,38,37,41,45.535833,,
0.4,clsthQDEIM,6,1,34,38,37,41,26.957530,1.26930355,0.0224496548503943
0.4,thQDEIM,6,1,34,38,37,41,25.855288,,
,SOPT,6,1,34,38,37,43,19.933103,1.516917703,0.0007162471247421909
0.4,clsthSOPT,6,1,34,38,37,43,20.527400,1.357037999,0.000782811409100971
0.4,thSOPT,6,1,34,38,37,43,26.430604,1.432038061,0.000716247124901952
1,QDEIM,6,1,34,38,37,43,31.008106,,
0.4,clsthQDEIM,6,1,34,38,37,43,21.790998,1.348418472,0.02304127282398293
0.4,thQDEIM,6,1,34,38,37,43,37.850128,,
,SOPT,6,1,34,38,37,45,16.548422,1.463095045,0.002145660833286283
0.4,clsthSOPT,6,1,34,38,37,45,17.385820,1.396751889,0.001719732371293872
0.4,thSOPT,6,1,34,38,37,45,21.898493,1.455413336,0.002145660833021473
1,QDEIM,6,1,34,38,37,45,17.198863,,
0.4,clsthQDEIM,6,1,34,38,37,45,19.873653,1.324039915,0.02565995481722021
0.4,thQDEIM,6,1,34,38,37,45,20.721733,,
,SOPT,6,1,34,38,37,47,19.724042,1.487384055,0.001187247325334467
0.4,clsthSOPT,6,1,34,38,37,47,15.224878,1.453051961,0.00204439141993117
0.4,thSOPT,6,1,34,38,37,47,15.303510,1.481273258,0.001187247324835715
1,QDEIM,6,1,34,38,37,47,15.211864,,
0.4,clsthQDEIM,6,1,34,38,37,47,12.137334,1.365174826,0.02862809607047908
0.4,thQDEIM,6,1,34,38,37,47,14.314552,,
,SOPT,6,1,34,38,37,49,16.763035,1.534309677,0.001280206734641483
0.4,clsthSOPT,6,1,34,38,37,49,8.614116,1.465065705,0.002091957098570502
0.4,thSOPT,6,1,34,38,37,49,13.636226,1.504921996,0.001280206736294294
1,QDEIM,6,1,34,38,37,49,13.152841,,
0.4,clsthQDEIM,6,1,34,38,37,49,14.641379,1.391605054,0.02876202372918697
0.4,thQDEIM,6,1,34,38,37,49,10.758467,,
,SOPT,6,1,34,38,37,51,14.723127,1.633399811,0.0005308583163144808
0.4,clsthSOPT,6,1,34,38,37,51,19.943600,1.658615723,0.002294528358479318
0.4,thSOPT,6,1,34,38,37,51,12.916348,1.556772617,0.0005308583163810332
1,QDEIM,6,1,34,38,37,51,9.170486,1.71502104,0.003930583857400385
0.4,clsthQDEIM,6,1,34,38,37,51,14.099644,1.457202576,0.03459544078564496
0.4,thQDEIM,6,1,34,38,37,51,11.717987,1.689278441,0.003930583863496867
,SOPT,6,1,34,38,37,53,11.347906,1.608437802,0.0003491104888563966
0.4,clsthSOPT,6,1,34,38,37,53,9.247830,1.629418463,0.01463442079670104
0.4,thSOPT,6,1,34,38,37,53,8.967334,1.578424074,0.0003491104890064727
1,QDEIM,6,1,34,38,37,53,9.499339,1.72412369,0.003730069099341109
0.4,clsthQDEIM,6,1,34,38,37,53,19.634770,1.463574614,0.03862009797332107
0.4,thQDEIM,6,1,34,38,37,53,12.395059,1.778849457,0.004615946449327002
,SOPT,6,1,34,38,37,55,9.549033,1.637092124,0.0007788306072826844
0.4,clsthSOPT,6,1,34,38,37,55,9.144897,1.57083901,0.004748228947332845
0.4,thSOPT,6,1,34,38,37,55,8.474918,1.571467096,0.000778830607065018
1,QDEIM,6,1,34,38,37,55,13.873706,1.814510459,0.004380631065719882
0.4,clsthQDEIM,6,1,34,38,37,55,14.133218,1.496552906,0.0401108376381385
0.4,thQDEIM,6,1,34,38,37,55,9.317023,1.800729921,0.006710769194756217
,SOPT,6,1,34,38,37,57,9.913678,1.671967716,0.001680835368867409
0.4,clsthSOPT,6,1,34,38,37,57,10.418971,1.664283654,0.01480237376369048
0.4,thSOPT,6,1,34,38,37,57,8.531079,1.621183439,0.001680835368070364
1,QDEIM,6,1,34,38,37,57,8.695851,1.826107204,0.005392183793806148
0.4,clsthQDEIM,6,1,34,38,37,57,10.607973,1.557020127,0.03558246155570356
0.4,thQDEIM,6,1,34,38,37,57,8.525890,1.708206293,0.001440301252511647
,SOPT,6,1,34,38,37,59,8.807537,1.709853172,0.001705342904252233
0.4,clsthSOPT,6,1,34,38,37,59,8.273432,1.583440839,0.0005576549039488979
0.4,thSOPT,6,1,34,38,37,59,13.335023,1.657912735,0.001705342904054814
1,QDEIM,6,1,34,38,37,59,7.459597,,
0.4,clsthQDEIM,6,1,34,38,37,59,10.929041,1.525485324,0.01821239022956936
0.4,thQDEIM,6,1,34,38,37,59,8.335074,1.71495646,0.001378976005179797
,SOPT,6,1,34,38,37,61,9.095386,1.725691264,0.001974277635981006
0.4,clsthSOPT,6,1,34,38,37,61,8.958797,1.627288845,0.0032928397031855
0.4,thSOPT,6,1,34,38,37,61,7.847837,1.734756433,0.001974277635787772
1,QDEIM,6,1,34,38,37,61,9.188814,,
0.4,clsthQDEIM,6,1,34,38,37,61,9.403699,1.524404338,0.02031426157774683
0.4,thQDEIM,6,1,34,38,37,61,8.400099,1.735696908,0.0009482968730289284
,SOPT,6,1,34,38,37,63,8.378289,1.75500777,0.002128019680992612
0.4,clsthSOPT,6,1,34,38,37,63,7.952665,1.674176336,0.001538737595245675
0.4,thSOPT,6,1,34,38,37,63,7.257163,1.724058019,0.002128019680896315
1,QDEIM,6,1,34,38,37,63,7.691544,1.923051023,0.0102395101120305
0.4,clsthQDEIM,6,1,34,38,37,63,8.589640,1.608885318,0.0316008664195692
0.4,thQDEIM,6,1,34,38,37,63,7.555226,1.778486935,0.001258954275652353
,SOPT,6,1,34,38,37,65,5.815474,1.795466178,0.001921062841763986
0.4,clsthSOPT,6,1,34,38,37,65,7.144054,1.699673225,0.002397555111480691
0.4,thSOPT,6,1,34,38,37,65,7.175802,1.739511048,0.001921062841688764
1,QDEIM,6,1,34,38,37,65,10.075838,1.912702428,0.006723599718625906
0.4,clsthQDEIM,6,1,34,38,37,65,8.825769,1.740523218,0.05198468117439542
0.4,thQDEIM,6,1,34,38,37,65,9.019472,1.765381355,0.0007572240114563505
,SOPT,6,1,34,38,37,67,6.239727,1.822059077,0.002014221837034479
0.4,clsthSOPT,6,1,34,38,37,67,5.895796,1.96086394,0.6624038461059433
0.4,thSOPT,6,1,34,38,37,67,6.864190,1.774269095,0.002014221837039983
1,QDEIM,6,1,34,38,37,67,7.333402,1.980709742,0.00736802525522744
0.4,clsthQDEIM,6,1,34,38,37,67,11.129896,1.806809557,0.05265556863931236
0.4,thQDEIM,6,1,34,38,37,67,6.046922,1.813653043,0.0009511021739203077
,SOPT,6,1,34,38,37,69,7.019298,1.859953331,0.002171815477434408
0.4,clsthSOPT,6,1,34,38,37,69,6.728405,1.813492471,0.005631610420783767
0.4,thSOPT,6,1,34,38,37,69,6.299906,1.801596881,0.002171815477247222
1,QDEIM,6,1,34,38,37,69,6.154751,1.916453512,0.001376024759955095
0.4,clsthQDEIM,6,1,34,38,37,69,9.695735,1.818245206,0.04948114522276219
0.4,thQDEIM,6,1,34,38,37,69,5.816670,1.85113008,0.000838574329035235
,SOPT,6,1,34,38,37,71,6.642978,1.871236766,0.001263589660142021
0.4,clsthSOPT,6,1,34,38,37,71,6.291313,1.800387985,0.001141370035896436
0.4,thSOPT,6,1,34,38,37,71,6.981910,1.808844001,0.001263589659981968
1,QDEIM,6,1,34,38,37,71,5.215141,2.02197198,0.004768327118031044
0.4,clsthQDEIM,6,1,34,38,37,71,7.213712,1.851023181,0.0293136369360693
0.4,thQDEIM,6,1,34,38,37,71,6.975244,1.857980135,0.0008204978942171851
,SOPT,6,1,34,38,37,73,6.231459,1.918646743,0.002184741746007329
0.4,clsthSOPT,6,1,34,38,37,73,6.626793,1.869618563,0.002032450994532279
0.4,thSOPT,6,1,34,38,37,73,5.798325,1.84512613,0.002184741745497709
1,QDEIM,6,1,34,38,37,73,6.315094,1.915330557,0.003642949255264205
0.4,clsthQDEIM,6,1,34,38,37,73,8.074739,1.71826375,0.0167093634397037
0.4,thQDEIM,6,1,34,38,37,73,6.425700,1.875189327,0.0005082849687356929
,SOPT,6,1,34,38,37,75,5.187513,1.935592729,0.002103009874325636
0.4,clsthSOPT,6,1,34,38,37,75,5.354210,2.373193536,0.1059138712739056
0.4,thSOPT,6,1,34,38,37,75,7.661540,1.881105176,0.002103009873834083
1,QDEIM,6,1,34,38,37,75,5.816576,1.946477292,0.003966290276751695
0.4,clsthQDEIM,6,1,34,38,37,75,7.950643,1.751172682,0.01706612534447438
0.4,thQDEIM,6,1,34,38,37,75,5.894902,1.885613408,0.0002806328212237305
,SOPT,6,1,34,38,37,77,5.460205,1.982375953,0.002823232944941652
0.4,clsthSOPT,6,1,34,38,37,77,5.641817,1.992655347,0.006088653120168454
0.4,thSOPT,6,1,34,38,37,77,6.339272,1.925697037,0.002823232944239049
1,QDEIM,6,1,34,38,37,77,6.393526,1.975421192,0.004474258642406261
0.4,clsthQDEIM,6,1,34,38,37,77,7.419164,1.781661837,0.01713119459883325
0.4,thQDEIM,6,1,34,38,37,77,6.429005,1.932074786,0.0003224970111608626
,SOPT,6,1,34,38,37,79,6.101555,2.015133885,0.002341285464354359
0.4,clsthSOPT,6,1,34,38,37,79,5.173662,,
0.4,thSOPT,6,1,34,38,37,79,6.159661,1.937357061,0.00234128546391124
1,QDEIM,6,1,34,38,37,79,5.756317,1.997851068,0.002743266689888004
0.4,clsthQDEIM,6,1,34,38,37,79,6.735687,1.82676594,0.01719401570414432
0.4,thQDEIM,6,1,34,38,37,79,5.055586,1.960334431,0.0003469545245344118
,SOPT,6,1,34,38,37,81,5.002268,2.033783144,0.002450945066067017
0.4,clsthSOPT,6,1,34,38,37,81,5.570153,1.996074022,0.003507601003532512
0.4,thSOPT,6,1,34,38,37,81,7.092584,1.999728565,0.002450945065381971
1,QDEIM,6,1,34,38,37,81,4.988694,2.035509894,0.002009241526283122
0.4,clsthQDEIM,6,1,34,38,37,81,6.314993,1.839000052,0.01316544774504261
0.4,thQDEIM,6,1,34,38,37,81,5.607846,1.996434256,0.001040132800801044
,SOPT,6,1,34,38,37,83,4.780015,2.061993435,0.002235072403482417
0.4,clsthSOPT,6,1,34,38,37,83,4.733585,1.978693578,0.003065133814514773
0.4,thSOPT,6,1,34,38,37,83,5.289676,2.00367168,0.002235072402723314
1,QDEIM,6,1,34,38,37,83,5.170494,2.063012919,0.002459358000788255
0.4,clsthQDEIM,6,1,34,38,37,83,6.347394,1.858573943,0.01372534280695059
0.4,thQDEIM,6,1,34,38,37,83,5.272002,2.234646813,0.01710533927003639
,SOPT,6,1,34,38,37,85,5.876114,2.09289774,0.002380232659797195
0.4,clsthSOPT,6,1,34,38,37,85,4.592608,1.9789461,0.002509186016644483
0.4,thSOPT,6,1,34,38,37,85,5.271086,2.047234397,0.00238023265896593
1,QDEIM,6,1,34,38,37,85,5.213393,2.089895382,0.002047571383603711
0.4,clsthQDEIM,6,1,34,38,37,85,6.879050,1.875786528,0.01436245977000361
0.4,thQDEIM,6,1,34,38,37,85,5.551000,,
,SOPT,6,1,34,38,37,87,4.691153,2.111443678,0.003081212544897985
0.4,clsthSOPT,6,1,34,38,37,87,5.754100,1.985098847,0.002373790319628706
0.4,thSOPT,6,1,34,38,37,87,5.911712,2.06897451,0.003081212544099878
1,QDEIM,6,1,34,38,37,87,4.860510,2.135277943,0.002451442862176359
0.4,clsthQDEIM,6,1,34,38,37,87,6.101489,1.933996573,0.01318605895823375
0.4,thQDEIM,6,1,34,38,37,87,5.192902,,
,SOPT,6,1,34,38,37,89,6.175794,2.153051032,0.003027497796415288
0.4,clsthSOPT,6,1,34,38,37,89,4.821146,1.997495456,0.002157528023325534
0.4,thSOPT,6,1,34,38,37,89,6.088465,2.100337532,0.003027497795238466
1,QDEIM,6,1,34,38,37,89,5.510552,2.16488933,0.003053222159466103
0.4,clsthQDEIM,6,1,34,38,37,89,6.414077,1.958114385,0.01206973296807613
0.4,thQDEIM,6,1,34,38,37,89,5.814631,,
,SOPT,6,1,34,38,37,91,4.593396,2.17817797,0.004242359033862232
0.4,clsthSOPT,6,1,34,38,37,91,5.219938,2.014084487,0.001762822706306641
0.4,thSOPT,6,1,34,38,37,91,5.083107,2.143369499,0.00424235903242378
1,QDEIM,6,1,34,38,37,91,5.957484,2.207548172,0.003203813788686241
0.4,clsthQDEIM,6,1,34,38,37,91,5.550569,1.985331839,0.01211397146502892
0.4,thQDEIM,6,1,34,38,37,91,4.675280,,
,SOPT,6,1,34,38,37,93,4.478987,2.20128976,0.005228643341772313
0.4,clsthSOPT,6,1,34,38,37,93,4.905585,2.040267849,0.001840427021687062
0.4,thSOPT,6,1,34,38,37,93,4.641849,2.14839067,0.005228643339926485
1,QDEIM,6,1,34,38,37,93,5.044611,4.063682351,0.003242084167344371
0.4,clsthQDEIM,6,1,34,38,37,93,5.321557,2.008303268,0.01212226636037929
0.4,thQDEIM,6,1,34,38,37,93,4.518187,,
,SOPT,6,1,34,38,37,95,4.544785,2.240121603,0.004425093289346284
0.4,clsthSOPT,6,1,34,38,37,95,4.213047,2.072034987,0.002626271525591711
0.4,thSOPT,6,1,34,38,37,95,5.090653,2.157111592,0.004425093288393675
1,QDEIM,6,1,34,38,37,95,5.050558,2.279239507,0.003409811754428066
0.4,clsthQDEIM,6,1,34,38,37,95,5.089935,2.061774109,0.01236050302873684
0.4,thQDEIM,6,1,34,38,37,95,4.596038,2.588420638,0.03328178867380865
,SOPT,6,1,34,38,37,97,4.852691,2.267201903,0.004606407047927037
0.4,clsthSOPT,6,1,34,38,37,97,4.730011,2.071086918,0.002074944357655748
0.4,thSOPT,6,1,34,38,37,97,4.744258,2.18413721,0.004606407046977781
1,QDEIM,6,1,34,38,37,97,4.536565,2.282344469,0.003289051283704935
0.4,clsthQDEIM,6,1,34,38,37,97,5.414402,2.057490538,0.01185923434760432
0.4,thQDEIM,6,1,34,38,37,97,4.526338,2.49470099,0.02379996358764401
,SOPT,6,1,34,38,37,39,70.705714,,
0.3,clsthSOPT,6,1,34,38,37,39,25.360618,1.366546388,0.02152120641367059
0.3,thSOPT,6,1,34,38,37,39,133.296969,,
1,QDEIM,6,1,34,38,37,39,27.303113,1.474649719,0.002754233483169509
0.3,clsthQDEIM,6,1,34,38,37,39,41.724265,1.358811683,0.002210420207889772
0.3,thQDEIM,6,1,34,38,37,39,43.035692,1.615248352,0.002754233494431641
,SOPT,6,1,34,38,37,41,19.293448,1.40320348,0.007168207702215859
0.3,clsthSOPT,6,1,34,38,37,41,19.822761,1.370933291,0.0008268948216253224
0.3,thSOPT,6,1,34,38,37,41,30.768498,1.399916965,0.007168207705867538
1,QDEIM,6,1,34,38,37,41,45.535833,,
0.3,clsthQDEIM,6,1,34,38,37,41,24.506497,,
0.3,thQDEIM,6,1,34,38,37,41,29.366017,,
,SOPT,6,1,34,38,37,43,19.933103,1.424782118,0.0007162471247421909
0.3,clsthSOPT,6,1,34,38,37,43,19.136100,1.540890259,0.01149570366150924
0.3,thSOPT,6,1,34,38,37,43,20.177964,1.445163324,0.0007162471242558777
1,QDEIM,6,1,34,38,37,43,31.008106,,
0.3,clsthQDEIM,6,1,34,38,37,43,16.266927,1.762158262,2.272233388390665
0.3,thQDEIM,6,1,34,38,37,43,19.003608,,
,SOPT,6,1,34,38,37,45,16.548422,1.462785241,0.002145660833286283
0.3,clsthSOPT,6,1,34,38,37,45,12.298373,,
0.3,thSOPT,6,1,34,38,37,45,20.985239,1.453839934,0.002145660833241774
1,QDEIM,6,1,34,38,37,45,17.198863,,
0.3,clsthQDEIM,6,1,34,38,37,45,19.006041,1.408182368,0.002286072400258052
0.3,thQDEIM,6,1,34,38,37,45,18.484686,,
,SOPT,6,1,34,38,37,47,19.724042,1.475123034,0.001187247325334467
0.3,clsthSOPT,6,1,34,38,37,47,15.373721,1.558314782,0.002630640011940013
0.3,thSOPT,6,1,34,38,37,47,13.520349,1.475484419,0.001187247324619918
1,QDEIM,6,1,34,38,37,47,15.211864,,
0.3,clsthQDEIM,6,1,34,38,37,47,13.214234,1.491291713,0.006134690738119408
0.3,thQDEIM,6,1,34,38,37,47,18.089478,,
,SOPT,6,1,34,38,37,49,16.763035,1.529536186,0.001280206734641483
0.3,clsthSOPT,6,1,34,38,37,49,12.759978,1.603383671,0.001357903452592165
0.3,thSOPT,6,1,34,38,37,49,17.261498,1.502896335,0.001280206736365612
1,QDEIM,6,1,34,38,37,49,13.152841,,
0.3,clsthQDEIM,6,1,34,38,37,49,12.412506,1.470303156,0.002281355506314675
0.3,thQDEIM,6,1,34,38,37,49,12.926389,,
,SOPT,6,1,34,38,37,51,14.723127,1.574358217,0.0005308583163144808
0.3,clsthSOPT,6,1,34,38,37,51,10.267298,1.671987249,0.002836113610763173
0.3,thSOPT,6,1,34,38,37,51,10.366006,1.54692973,0.0005308583157128098
1,QDEIM,6,1,34,38,37,51,9.170486,1.699331489,0.003930583857400385
0.3,clsthQDEIM,6,1,34,38,37,51,11.857611,1.507363115,0.00129318757681698
0.3,thQDEIM,6,1,34,38,37,51,12.608183,1.783920313,0.003930583863846476
,SOPT,6,1,34,38,37,53,11.347906,1.595759403,0.0003491104888563966
0.3,clsthSOPT,6,1,34,38,37,53,7.872605,1.694115457,0.002199274121456837
0.3,thSOPT,6,1,34,38,37,53,10.529293,1.577214855,0.0003491104886334331
1,QDEIM,6,1,34,38,37,53,9.499339,1.722624015,0.003730069099341109
0.3,clsthQDEIM,6,1,34,38,37,53,12.250328,1.440405738,0.007607085837719841
0.3,thQDEIM,6,1,34,38,37,53,10.591821,1.781987957,0.004615946449951183
,SOPT,6,1,34,38,37,55,9.549033,1.634513533,0.0007788306072826844
0.3,clsthSOPT,6,1,34,38,37,55,8.428492,1.600430217,0.001703342516404453
0.3,thSOPT,6,1,34,38,37,55,10.982976,1.602476615,0.0007788306074916068
1,QDEIM,6,1,34,38,37,55,13.873706,1.813065252,0.004380631065719882
0.3,clsthQDEIM,6,1,34,38,37,55,10.961954,1.573893617,0.01005618111478325
0.3,thQDEIM,6,1,34,38,37,55,8.111756,1.79019279,0.006710769195218876
,SOPT,6,1,34,38,37,57,9.913678,1.65821673,0.001680835368867409
0.3,clsthSOPT,6,1,34,38,37,57,8.581786,,
0.3,thSOPT,6,1,34,38,37,57,7.645456,1.64712985,0.001680835368101641
1,QDEIM,6,1,34,38,37,57,8.695851,1.826193345,0.005392183793806148
0.3,clsthQDEIM,6,1,34,38,37,57,11.774410,1.558037119,0.008218518906851505
0.3,thQDEIM,6,1,34,38,37,57,11.538866,1.712536674,0.001440301252455597
,SOPT,6,1,34,38,37,59,8.807537,1.699035814,0.001705342904252233
0.3,clsthSOPT,6,1,34,38,37,59,8.597769,,
0.3,thSOPT,6,1,34,38,37,59,10.257723,1.681976427,0.001705342903901197
1,QDEIM,6,1,34,38,37,59,7.459597,,
0.3,clsthQDEIM,6,1,34,38,37,59,7.716400,1.613309031,0.008140044671490251
0.3,thQDEIM,6,1,34,38,37,59,9.045206,1.72182699,0.001378976005146656
,SOPT,6,1,34,38,37,61,9.095386,1.737962159,0.001974277635981006
0.3,clsthSOPT,6,1,34,38,37,61,8.664993,,
0.3,thSOPT,6,1,34,38,37,61,8.492858,1.716877785,0.001974277635635281
1,QDEIM,6,1,34,38,37,61,9.188814,,
0.3,clsthQDEIM,6,1,34,38,37,61,8.925272,1.596986859,0.007850530401435619
0.3,thQDEIM,6,1,34,38,37,61,8.852590,1.728591347,0.0009482968729788654
,SOPT,6,1,34,38,37,63,8.378289,1.765658691,0.002128019680992612
0.3,clsthSOPT,6,1,34,38,37,63,7.993877,1.723931404,0.002511164463069375
0.3,thSOPT,6,1,34,38,37,63,7.782331,1.74723462,0.002128019680787401
1,QDEIM,6,1,34,38,37,63,7.691544,1.944292667,0.0102395101120305
0.3,clsthQDEIM,6,1,34,38,37,63,8.120813,,
0.3,thQDEIM,6,1,34,38,37,63,8.106751,1.771659594,0.001258954276334253
,SOPT,6,1,34,38,37,65,5.815474,1.79292169,0.001921062841763986
0.3,clsthSOPT,6,1,34,38,37,65,6.712686,1.724205088,0.001758563027220988
0.3,thSOPT,6,1,34,38,37,65,7.095103,1.772689527,0.001921062841610723
1,QDEIM,6,1,34,38,37,65,10.075838,1.931836166,0.006723599718625906
